author,comment,case_folded_comment
@ahlamzulfadlirahmadani4111,"PESAN UNTUK YTH BAPAK PRESIDEN PRABOWO manuju bangsa dan negara Indonesia kuat dan maju dengan gerakan BEKERJA KERAS CERDAS BERINTEGRITAS yang menjujung tinggi moralitas bernegara
1.berantas koruptor koruptor sampai akar- akarnya tanpa tebang pilih dan tanpa kompromi dengan pelaku koruptor dan mafia mafia hukum karena koruptor membuat suatu negara dan bangsa rapuh dan miskin,sahkan undang undang perampasan aset dan jalankan undang undang keterbukaan informasi publik tentang anggaran penyelenggara negara beri pengawasan terhadap koruptor dari tingkat atas sampai kebawah hal ini untuk minimalisir terjadinya korupsi serta mewujudkan negara demokratis dan transparan,sudahi utang negara karena suatu negara kalau utangnya banyak akan mencekik leher rakyat.
2.berantas mafia mafia negara(mafia BUMN,mafia pajak,mafia tambang,mafia minyak ,mafia tanah,mafia sawit ,mafia laut,mafia pulau dan mafia mafia lainnya) dan berantas mafia mafia hukum berserta pejabat-pejabat yang melindungi dan membekinginya
3.berantas para elite politik,para penegak hukum dan pejabat-pejabat yang menabrak konstitusi,kebal hukum ,mempermainkan hukum, merekayasa hukum,mengutak atik hukum untuk kepentingan golongan ,berkepala dua,rangkap jabatan, kolusi, nepotisme,berbuat makar,kebijakan tidak pro rakyat hanya untuk kepentingan sekelompok,bekerja hanya untuk uang dan jabatan, hidup bergaya mewah,arogan,melanggar etika,berbuat tercela,nakal,memanipulasi,merekayasa,kepalsuan,ijazah palsu,gelar palsu,dokumen palsu,kebohongan,penipuan,mengadu domba,pemerasan,penindasan,intimidasi, diskriminasi dan kriminalisasi 
4.berantas  antek antek para mafia penjajah ekonomi sehingga rakyat di intimidasi dan dikriminalisasi dan berantas buzzer buzzer pemecah belah bangsa yang mengadu domba antara sesama rakyat serta mengadu domba antara pemerintah dengan rakyat dan berantas mafia mafia berserta pejabat pejabat yang mendanai buzzer buzzer penjilat uang rakyat 
5.berantas bandar judi online dan pejabat- pejabat yang melindunginya,karena judi online tidak sesuai dan betentangan dengan Pancasila ketuhanan yang maha esa,serta akibat judi online sangat merusak mencakup kehancuran finansial, menyebabkan masalah kesehatan mental seperti stres dan depresi, merusak hubungan sosial dan keluarga, serta dapat mendorong tindakan kriminal untuk menutupi utang,
6.berantas narkoba,premanisme dan pejabat- pejabat yang membekinginya
7.berantas rentenir dan pinjol yang membuat rakyat miskin bertambah miskin
8.tegakan hukum dengan tegak lurus tanpa direkayasa oleh uang dan mafia mafia hukum 
9.berjuanglah untuk bangsa dan negara bersama seluruh rakyat Indonesia dengan musyawarah untuk mufakat yang menjujung tinggi moral berladaskan konstitusi Pancasila dan UUD45 sebagai penyelengara negara
10.Jadikan kritikan rakyat dan unjuk rasa menjadi masukan bukan perlawanan,beri perlindungan dan keamanan dari penyusupan 
11.Baik buruknya negara karena elit politik,Penegak hukum dan pejabat bukan karena rakyat,kalau elit politik,penegak hukum dan pejabatnya baik dalam kebijakan maka negara menjadi baik kalau elit politik, penegak hukum dan pejabatnya rusak maka negara akan rusak, ada pepatah pribahasa guru kencing berdiri murid kencing berlari oleh karena itu perlu digarisbawahi NEGARA KITA MILIK SELURUH RAKYAT INDONESIA atau dikenal IBU PERTIWI bukan milik golongan dan bukan milik partai, pilihlah orang orang yang cerdas berintegritas untuk dijadikan pemimpin seperti DPR,menteri menteri,Kapolri,Hakim,Jaksa,BUMN dan institusi lainnya, karena logikanya negara maju semakin cepat pergantian para elite politik, penegak hukum dan pejabat yang tidak cerdas berintegritas dan tidak kredibel diganti dengan yang cerdas berintegritas dan kredibel maka semakin cepat mencapai kemajuan suatu bangsa dan negara ,dan jangan dibalik orang yang cerdas berintegritas disingkirkan orang yang rusak moralnya dipelihara,karena seorang pemimpin harus cerdas,benar,jujur,adil, rajin,amanah dan berani terhadap mafia mafia negara dan mafia mafia hukum untuk mewujudkan Indonesia kuat dan maju mencapai Rakyat adil makmur sentosa
12.cerdaskan kehidupan bangsa dengan cara pendidikan gratis dan merangkul anak bangsa yang cerdas dan berintegritas supaya bangsa dan negara kita mampu bersaing dengan negara negara lain dan tingkatkan ilmu pengetahuan,agama,sosial, budaya,sains dan teknologi untuk meraih kemajuan suatu bangsa dan negara yang bermartabat 
13.tingkatkan makanan bergizi yang sehat anti korupsi  untuk rakyat dengan cara makan gratis disekolahan dan menurunkan harga terjangkau  seperti sembako dan daging sapi waspadalah beri pengawasan terhadap makanan dan oknum seperti tragedi KPPS pilpres 2019 banyak memakan korban hal ini jangan sampai terjadinya keracunan
14.tingkatkan ekonomi rakyat miskin dengan  membuka lapangan kerja didesa desa dengan cara meningkatkan hasil pertanian sebagai pertahanan pangan dan membuat pabrik dididesa desa untuk mengolah barang baku menjadi barang jadi ,hal ini sudah diterapkan oleh negara negara maju  seperti  AS,Jerman,cina,jepang,Korea selatan dll  dan Indonesia akan terwujud apabila para pejabat DPR dan pemerintah bekerja keras cerdas berintegritas menjujung tinggi moralitas dengan azaz keadilan sosial bagi seluruh rakyat Indonesia demi untuk kepentingan bangsa dan negara dengan melibatkan anak bangsa yang cerdas berintegritas sesuai dengan  bidangnya masing masing 
15.tingkatkan koperasi desa anti korupsi,saya sangat setuju presiden Prabowo untuk meningkatkan koperasi sesuai printah UUD 45 karena ekonomi rakyat Indonesia baik sektor pertanian,perikanan dan perindustrian dikusai oleh para tengkulak ,sedangkan rakyat Korea selatan baik sektor pertanian,perikanan dan perindustriannya dikuasai oleh koperasi, yang saya tidak setuju pelaksanaan yang tidak efektif dan dana koperasi yang ujung ujungnya dikorupsi itulah yang membuat koperasi tidak berjalan,hal ini bagaimana caranya supaya pelaksanaannya efektif untuk minimalisir terjadinya korupsi,karena KORUPSI ADALAH MUSUH NEGARA dan NKRI HARGA MATI JANGAN KORUPSI
16.tegakan para pejabat, elit politik dan penegak hukum untuk menjalankan kemanusiaan yang adil dan beradab baik perkataan,perbuatan dalam kebijaksanaan untuk mencapai keadilan sosial bagi seluruh rakyat Indonesia serta mewujudkan persatuan Indonesia,oleh karena itu untuk para pejabat, elit politik dan penegak hukum yang tidak adil dan tidak beradab tidak perlu disopan satunkan dan tidak boleh disatukan dalam pemerintahan pusat maupun daerah baik dilembaga eksekutif, legislatif dan yudikatif karena tidak sesuai dengan etika,akal sehat, dan hati nurani rakyat 
17.Jangan memecah belah dan mengadu domba rakyat apalagi dengan menggunakan SARA,ini akan membahayakan NKRI Satukan bangsa kita dengan BHINEKA TUNGGA IKA
♥️ MERDEKA RAKYAT INDONESIA DALAM BUKU  HASIL KARYA PRESIDEN PRABOWO  PARADOKS INDONESIA KEDAULATAN ADA DITANGAN RAKYAT EKONOMI HARUS DINIKMATI OLEH RAKYAT, BRAVO PRESIDEN PRABOWO PAHLAWAN PATRIOT BANGSA YANG MENGIKUTI JEJAK PAHLAWAN JENDRAL SUDIRMAN, RAKYAT BERSAMAMU  DARI BERBAGAI KALANGAN KECUALI KORUPTOR, PARA MAFIA DAN PENJAJAH EKONOMI BERSERTA ANTEK ANTEKNYA, LOGIKA HUKUM POSITIF DARI AKAL SEHAT BUKAN DISKRIMINASI, INTIMIDASI DAN KRIMINALISASI TERHADAP RAKYAT ,HAL INI HUKUM KUNO/JADUL YANG DITERAPKAN OLEH PENJAJAHAN YANG MEMBUAT RAKYAT TIDAK BISA MAJU TERTINDAS DAN BERONTAK KARENA TIDAK SESUAI DENGAN PRIKEMANUSIAN DAN PRIKEADILAN ,HARAP PRESIDEN PRABOWO MENGHILANGKAN DISKRIMINASI,INTIMIDASI DAN KRIMINALISASI DENGAN KESETARAAN ANTARA RAKYAT DAN PEMERINTAH DIHADAPAN HUKUM POSITIF DARI AKAL SEHAT KARENA AKIBAT  DISKRIMINASI,INTIMIDASI DAN KRIMINALISASI SULIT BANGSA DAN NEGARA MENJADI MAJU PAKTANYA DISKRIMINASI, INTIMIDASI DAN KRIMINALISASI TIDAK BERLAKU DI NEGARA MAJU♥️","pesan untuk yth bapak presiden prabowo manuju bangsa dan negara indonesia kuat dan maju dengan gerakan bekerja keras cerdas berintegritas yang menjujung tinggi moralitas bernegara
1.berantas koruptor koruptor sampai akar- akarnya tanpa tebang pilih dan tanpa kompromi dengan pelaku koruptor dan mafia mafia hukum karena koruptor membuat suatu negara dan bangsa rapuh dan miskin,sahkan undang undang perampasan aset dan jalankan undang undang keterbukaan informasi publik tentang anggaran penyelenggara negara beri pengawasan terhadap koruptor dari tingkat atas sampai kebawah hal ini untuk minimalisir terjadinya korupsi serta mewujudkan negara demokratis dan transparan,sudahi utang negara karena suatu negara kalau utangnya banyak akan mencekik leher rakyat.
2.berantas mafia mafia negara(mafia bumn,mafia pajak,mafia tambang,mafia minyak ,mafia tanah,mafia sawit ,mafia laut,mafia pulau dan mafia mafia lainnya) dan berantas mafia mafia hukum berserta pejabat-pejabat yang melindungi dan membekinginya
3.berantas para elite politik,para penegak hukum dan pejabat-pejabat yang menabrak konstitusi,kebal hukum ,mempermainkan hukum, merekayasa hukum,mengutak atik hukum untuk kepentingan golongan ,berkepala dua,rangkap jabatan, kolusi, nepotisme,berbuat makar,kebijakan tidak pro rakyat hanya untuk kepentingan sekelompok,bekerja hanya untuk uang dan jabatan, hidup bergaya mewah,arogan,melanggar etika,berbuat tercela,nakal,memanipulasi,merekayasa,kepalsuan,ijazah palsu,gelar palsu,dokumen palsu,kebohongan,penipuan,mengadu domba,pemerasan,penindasan,intimidasi, diskriminasi dan kriminalisasi 
4.berantas  antek antek para mafia penjajah ekonomi sehingga rakyat di intimidasi dan dikriminalisasi dan berantas buzzer buzzer pemecah belah bangsa yang mengadu domba antara sesama rakyat serta mengadu domba antara pemerintah dengan rakyat dan berantas mafia mafia berserta pejabat pejabat yang mendanai buzzer buzzer penjilat uang rakyat 
5.berantas bandar judi online dan pejabat- pejabat yang melindunginya,karena judi online tidak sesuai dan betentangan dengan pancasila ketuhanan yang maha esa,serta akibat judi online sangat merusak mencakup kehancuran finansial, menyebabkan masalah kesehatan mental seperti stres dan depresi, merusak hubungan sosial dan keluarga, serta dapat mendorong tindakan kriminal untuk menutupi utang,
6.berantas narkoba,premanisme dan pejabat- pejabat yang membekinginya
7.berantas rentenir dan pinjol yang membuat rakyat miskin bertambah miskin
8.tegakan hukum dengan tegak lurus tanpa direkayasa oleh uang dan mafia mafia hukum 
9.berjuanglah untuk bangsa dan negara bersama seluruh rakyat indonesia dengan musyawarah untuk mufakat yang menjujung tinggi moral berladaskan konstitusi pancasila dan uud45 sebagai penyelengara negara
10.jadikan kritikan rakyat dan unjuk rasa menjadi masukan bukan perlawanan,beri perlindungan dan keamanan dari penyusupan 
11.baik buruknya negara karena elit politik,penegak hukum dan pejabat bukan karena rakyat,kalau elit politik,penegak hukum dan pejabatnya baik dalam kebijakan maka negara menjadi baik kalau elit politik, penegak hukum dan pejabatnya rusak maka negara akan rusak, ada pepatah pribahasa guru kencing berdiri murid kencing berlari oleh karena itu perlu digarisbawahi negara kita milik seluruh rakyat indonesia atau dikenal ibu pertiwi bukan milik golongan dan bukan milik partai, pilihlah orang orang yang cerdas berintegritas untuk dijadikan pemimpin seperti dpr,menteri menteri,kapolri,hakim,jaksa,bumn dan institusi lainnya, karena logikanya negara maju semakin cepat pergantian para elite politik, penegak hukum dan pejabat yang tidak cerdas berintegritas dan tidak kredibel diganti dengan yang cerdas berintegritas dan kredibel maka semakin cepat mencapai kemajuan suatu bangsa dan negara ,dan jangan dibalik orang yang cerdas berintegritas disingkirkan orang yang rusak moralnya dipelihara,karena seorang pemimpin harus cerdas,benar,jujur,adil, rajin,amanah dan berani terhadap mafia mafia negara dan mafia mafia hukum untuk mewujudkan indonesia kuat dan maju mencapai rakyat adil makmur sentosa
12.cerdaskan kehidupan bangsa dengan cara pendidikan gratis dan merangkul anak bangsa yang cerdas dan berintegritas supaya bangsa dan negara kita mampu bersaing dengan negara negara lain dan tingkatkan ilmu pengetahuan,agama,sosial, budaya,sains dan teknologi untuk meraih kemajuan suatu bangsa dan negara yang bermartabat 
13.tingkatkan makanan bergizi yang sehat anti korupsi  untuk rakyat dengan cara makan gratis disekolahan dan menurunkan harga terjangkau  seperti sembako dan daging sapi waspadalah beri pengawasan terhadap makanan dan oknum seperti tragedi kpps pilpres 2019 banyak memakan korban hal ini jangan sampai terjadinya keracunan
14.tingkatkan ekonomi rakyat miskin dengan  membuka lapangan kerja didesa desa dengan cara meningkatkan hasil pertanian sebagai pertahanan pangan dan membuat pabrik dididesa desa untuk mengolah barang baku menjadi barang jadi ,hal ini sudah diterapkan oleh negara negara maju  seperti  as,jerman,cina,jepang,korea selatan dll  dan indonesia akan terwujud apabila para pejabat dpr dan pemerintah bekerja keras cerdas berintegritas menjujung tinggi moralitas dengan azaz keadilan sosial bagi seluruh rakyat indonesia demi untuk kepentingan bangsa dan negara dengan melibatkan anak bangsa yang cerdas berintegritas sesuai dengan  bidangnya masing masing 
15.tingkatkan koperasi desa anti korupsi,saya sangat setuju presiden prabowo untuk meningkatkan koperasi sesuai printah uud 45 karena ekonomi rakyat indonesia baik sektor pertanian,perikanan dan perindustrian dikusai oleh para tengkulak ,sedangkan rakyat korea selatan baik sektor pertanian,perikanan dan perindustriannya dikuasai oleh koperasi, yang saya tidak setuju pelaksanaan yang tidak efektif dan dana koperasi yang ujung ujungnya dikorupsi itulah yang membuat koperasi tidak berjalan,hal ini bagaimana caranya supaya pelaksanaannya efektif untuk minimalisir terjadinya korupsi,karena korupsi adalah musuh negara dan nkri harga mati jangan korupsi
16.tegakan para pejabat, elit politik dan penegak hukum untuk menjalankan kemanusiaan yang adil dan beradab baik perkataan,perbuatan dalam kebijaksanaan untuk mencapai keadilan sosial bagi seluruh rakyat indonesia serta mewujudkan persatuan indonesia,oleh karena itu untuk para pejabat, elit politik dan penegak hukum yang tidak adil dan tidak beradab tidak perlu disopan satunkan dan tidak boleh disatukan dalam pemerintahan pusat maupun daerah baik dilembaga eksekutif, legislatif dan yudikatif karena tidak sesuai dengan etika,akal sehat, dan hati nurani rakyat 
17.jangan memecah belah dan mengadu domba rakyat apalagi dengan menggunakan sara,ini akan membahayakan nkri satukan bangsa kita dengan bhineka tungga ika
♥️ merdeka rakyat indonesia dalam buku  hasil karya presiden prabowo  paradoks indonesia kedaulatan ada ditangan rakyat ekonomi harus dinikmati oleh rakyat, bravo presiden prabowo pahlawan patriot bangsa yang mengikuti jejak pahlawan jendral sudirman, rakyat bersamamu  dari berbagai kalangan kecuali koruptor, para mafia dan penjajah ekonomi berserta antek anteknya, logika hukum positif dari akal sehat bukan diskriminasi, intimidasi dan kriminalisasi terhadap rakyat ,hal ini hukum kuno/jadul yang diterapkan oleh penjajahan yang membuat rakyat tidak bisa maju tertindas dan berontak karena tidak sesuai dengan prikemanusian dan prikeadilan ,harap presiden prabowo menghilangkan diskriminasi,intimidasi dan kriminalisasi dengan kesetaraan antara rakyat dan pemerintah dihadapan hukum positif dari akal sehat karena akibat  diskriminasi,intimidasi dan kriminalisasi sulit bangsa dan negara menjadi maju paktanya diskriminasi, intimidasi dan kriminalisasi tidak berlaku di negara maju♥️"
@juripenilaian3630,PERTAMINA LADANG KORUUUPPPP,pertamina ladang koruuupppp
@MantanbociL_epep-h5d,"Kalau ada barisan pengaman pribadi menkeu, saya siap. Kita kawal pak pur dimana pun berada","kalau ada barisan pengaman pribadi menkeu, saya siap. kita kawal pak pur dimana pun berada"
@Pattinson1004,​ @MantanbociL_epep-h5d lgi nganggur bang ya?,​ @mantanbocil_epep-h5d lgi nganggur bang ya?
@StayOnHalal,"Maaf ka, itu penulisan nama Tuhan Allah SWT pake huruf besar ya😊","maaf ka, itu penulisan nama tuhan allah swt pake huruf besar ya😊"
@tommyaditya5968,"​ @Pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,","​ @pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,"
@pekerjasangatkeras,Ganti pak archandra,ganti pak archandra
@tonipongkoran9365,"Terlalu lama 2029, tinggal komitmen aja demo nepalkan golkar","terlalu lama 2029, tinggal komitmen aja demo nepalkan golkar"
@andreiyusuffahlifi1916,Ibarat anda minta ketua partai demokrat amirika ganti jabatan,ibarat anda minta ketua partai demokrat amirika ganti jabatan
@noworries-g4b,"​ @pekerjasangatkeras  bagus juga. Tapi ya terserah pak prabowo, dia lebih tau yg potensial naik.","​ @pekerjasangatkeras  bagus juga. tapi ya terserah pak prabowo, dia lebih tau yg potensial naik."
@randommandom604,Ga bisa diganti sepertinya. Mungkin ada alasan khusus.,ga bisa diganti sepertinya. mungkin ada alasan khusus.
@GoalTerus,Nepalkan,nepalkan
@makbarr1976,"Mana berani prabs ganti Bahlil, dia ketum Golkar 😂. Gonjang ganjing kabinet Prabowo kalau ketum Golkar di resuffle","mana berani prabs ganti bahlil, dia ketum golkar 😂. gonjang ganjing kabinet prabowo kalau ketum golkar di resuffle"
@SaptaMuhammad-p9m,"d perusak hutan ,mngijikan tambang d rajaemat Papua ....knp kok d izinkan tambang d situ ,limbah pasti MNGHNCURKAN biota laut","d perusak hutan ,mngijikan tambang d rajaemat papua ....knp kok d izinkan tambang d situ ,limbah pasti mnghncurkan biota laut"
@wendellkwang3724,demo lagi lah!!!,demo lagi lah!!!
@zaganovyildirim12,Kelamaan cok nunggu 2029. Mending geruduk partainya aja biar bahlil di copot jdi ketua. Kalau semua rakyat kompak untuk turun maka parpol juga auto ga bisa seenaknya lagi. Dan jangan lupa untuk jaga menkeu kalau butuh mah kita nongkrong di kemenkeu untuk jaga purbaya karena ini orang independen bukan dri parpol maka pastinya akan ada ancaman di bunuh karena sudah banyak mengusik elit global.,kelamaan cok nunggu 2029. mending geruduk partainya aja biar bahlil di copot jdi ketua. kalau semua rakyat kompak untuk turun maka parpol juga auto ga bisa seenaknya lagi. dan jangan lupa untuk jaga menkeu kalau butuh mah kita nongkrong di kemenkeu untuk jaga purbaya karena ini orang independen bukan dri parpol maka pastinya akan ada ancaman di bunuh karena sudah banyak mengusik elit global.
@Capibara7834,Bugilin aja biar tinggal pake sempac...tinggal Seret  Ke Sungai,bugilin aja biar tinggal pake sempac...tinggal seret  ke sungai
@Siomey88,​ @GoalTerus aku itu ngefans bangat ama mbak Eno,​ @goalterus aku itu ngefans bangat ama mbak eno
@ilhamnuansa9382,yang paling bener buang aja semua menteri jokowi,yang paling bener buang aja semua menteri jokowi
@Ainur-k6b,Menteri goblin,menteri goblin
@Siomey88,​ @Ainur-k6b nyemontet nyulpit nyulpit😢,​ @ainur-k6b nyemontet nyulpit nyulpit😢
@Sarip1208-b2m,Pecat aja itu p Bahlil tidak ada gunanya di Indonesia,pecat aja itu p bahlil tidak ada gunanya di indonesia
@mustwin5504,Bpk presiden tahu siapa menteri baik siapa menteri jahat...yg rakyat tdk tahu bpk presiden berada di pihak mana,bpk presiden tahu siapa menteri baik siapa menteri jahat...yg rakyat tdk tahu bpk presiden berada di pihak mana
@sandi-wj2oh,Siap saya pun ikut ga bkln lgi pilih golkar klo ada kluargaku yg pilih golkarberani kelahi aku,siap saya pun ikut ga bkln lgi pilih golkar klo ada kluargaku yg pilih golkarberani kelahi aku
@MounaRudo-t9l,"Pak Prabowo Kayak nya sulit menurunkan Bahlil , karna mantan istri ada digolkar ..😅
Kita sebagai Rakyat hanya dibodohi orang2 Partai politik 😅","pak prabowo kayak nya sulit menurunkan bahlil , karna mantan istri ada digolkar ..😅
kita sebagai rakyat hanya dibodohi orang2 partai politik 😅"
@hansmusik8963,"Bisa di ganti, cm harus ngambil dari Golkar lagi gantinya.","bisa di ganti, cm harus ngambil dari golkar lagi gantinya."
@adeharapan7922,Nepal aja bisa,nepal aja bisa
@faridaastuti9830,"Pdhl bnyaak  lbh competent, dr ITB dll. Coba cari yg ex direktur oil & mining corp. Posisi mentri  kan hrs yg benar2 skillfull & expert dan jng malu2 in.","pdhl bnyaak  lbh competent, dr itb dll. coba cari yg ex direktur oil & mining corp. posisi mentri  kan hrs yg benar2 skillfull & expert dan jng malu2 in."
@3gp25,Rumah nya kudu di nepalkan dulu baru di ganti. Presiden dari beberapa bulan lalu dah kasih kode. Tapi masyarakat gak ada yang sadar.,rumah nya kudu di nepalkan dulu baru di ganti. presiden dari beberapa bulan lalu dah kasih kode. tapi masyarakat gak ada yang sadar.
@mas2_original,"Beratt, ini soal politik, 
Musti pelan2 mainya.

Purbaya ini ada untuk coba gempur mereka pelan2","beratt, ini soal politik, 
musti pelan2 mainya.

purbaya ini ada untuk coba gempur mereka pelan2"
@mas2_original,"​ @noworries-g4b bro, ini politik. Ngga semudah itu. Butuh proses","​ @noworries-g4b bro, ini politik. ngga semudah itu. butuh proses"
@mas2_original,"​ @randommandom604  berat, ini politik. 
Biar pak purbaya yg goyang","​ @randommandom604  berat, ini politik. 
biar pak purbaya yg goyang"
@TaufikHidayat-ch4dg,"Kan sudah di gugat warga bahlil cuman ga datang, pengecut","kan sudah di gugat warga bahlil cuman ga datang, pengecut"
@rfprokawan,Gas.. rakyat siap bersatu membangun kualitas SDM dan ESDM Indonesia,gas.. rakyat siap bersatu membangun kualitas sdm dan esdm indonesia
@ramsessimamora2444,"Biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap","biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap"
