author,comment,clean_comment,tokens,bigrams
@ramsessimamora2444,"Biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap","biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap","['biar', 'ketum', 'partai', 'kalau', 'nda', 'becus', 'presiden', 'nda', 'perlu', 'kuatir', 'resafel', 'saja', ',', 'rakyat', 'siap']","[('biar', 'ketum'), ('ketum', 'partai'), ('partai', 'kalau'), ('kalau', 'nda'), ('nda', 'becus'), ('becus', 'presiden'), ('presiden', 'nda'), ('nda', 'perlu'), ('perlu', 'kuatir'), ('kuatir', 'resafel'), ('resafel', 'saja'), ('saja', ','), (',', 'rakyat'), ('rakyat', 'siap')]"
@roromera7685,"Menteri Keuangan bguz itu Kilang dibikin jd G import minyak , biasanya Negara Klo slalu Import takutnya keadaan Genting misalnya minyak udh mnipis klo yg Negara Eksport Minyak Ny g mau Jual gymna , klo bikin sndiri Kilang kan enak persediaan Minyak klo misalnya Keadaan Genting, Perang atau gymna jd udh ada Persediaan, Mf ne PeramaL Gumay kata bilang nnti Indonesia bakal Perang sama Australia biasa ny ramalan Gumay bner😮","menteri keuangan bguz itu kilang dibikin jd g import minyak , biasanya negara klo slalu import takutnya keadaan genting misalnya minyak udh mnipis klo yg negara eksport minyak ny g mau jual gymna , klo bikin sndiri kilang kan enak persediaan minyak klo misalnya keadaan genting, perang atau gymna jd udh ada persediaan, mf ne peramal gumay kata bilang nnti indonesia bakal perang sama australia biasa ny ramalan gumay bner😮","['menteri', 'keuangan', 'bguz', 'itu', 'kilang', 'dibikin', 'jd', 'g', 'import', 'minyak', ',', 'biasanya', 'negara', 'klo', 'slalu', 'import', 'takutnya', 'keadaan', 'genting', 'misalnya', 'minyak', 'udh', 'mnipis', 'klo', 'yg', 'negara', 'eksport', 'minyak', 'ny', 'g', 'mau', 'jual', 'gymna', ',', 'klo', 'bikin', 'sndiri', 'kilang', 'kan', 'enak', 'persediaan', 'minyak', 'klo', 'misalnya', 'keadaan', 'genting', ',', 'perang', 'atau', 'gymna', 'jd', 'udh', 'ada', 'persediaan', ',', 'mf', 'ne', 'peramal', 'gumay', 'kata', 'bilang', 'nnti', 'indonesia', 'bakal', 'perang', 'sama', 'australia', 'biasa', 'ny', 'ramalan', 'gumay', 'bner😮']","[('menteri', 'keuangan'), ('keuangan', 'bguz'), ('bguz', 'itu'), ('itu', 'kilang'), ('kilang', 'dibikin'), ('dibikin', 'jd'), ('jd', 'g'), ('g', 'import'), ('import', 'minyak'), ('minyak', ','), (',', 'biasanya'), ('biasanya', 'negara'), ('negara', 'klo'), ('klo', 'slalu'), ('slalu', 'import'), ('import', 'takutnya'), ('takutnya', 'keadaan'), ('keadaan', 'genting'), ('genting', 'misalnya'), ('misalnya', 'minyak'), ('minyak', 'udh'), ('udh', 'mnipis'), ('mnipis', 'klo'), ('klo', 'yg'), ('yg', 'negara'), ('negara', 'eksport'), ('eksport', 'minyak'), ('minyak', 'ny'), ('ny', 'g'), ('g', 'mau'), ('mau', 'jual'), ('jual', 'gymna'), ('gymna', ','), (',', 'klo'), ('klo', 'bikin'), ('bikin', 'sndiri'), ('sndiri', 'kilang'), ('kilang', 'kan'), ('kan', 'enak'), ('enak', 'persediaan'), ('persediaan', 'minyak'), ('minyak', 'klo'), ('klo', 'misalnya'), ('misalnya', 'keadaan'), ('keadaan', 'genting'), ('genting', ','), (',', 'perang'), ('perang', 'atau'), ('atau', 'gymna'), ('gymna', 'jd'), ('jd', 'udh'), ('udh', 'ada'), ('ada', 'persediaan'), ('persediaan', ','), (',', 'mf'), ('mf', 'ne'), ('ne', 'peramal'), ('peramal', 'gumay'), ('gumay', 'kata'), ('kata', 'bilang'), ('bilang', 'nnti'), ('nnti', 'indonesia'), ('indonesia', 'bakal'), ('bakal', 'perang'), ('perang', 'sama'), ('sama', 'australia'), ('australia', 'biasa'), ('biasa', 'ny'), ('ny', 'ramalan'), ('ramalan', 'gumay'), ('gumay', 'bner😮')]"
@Ediwaelah-r6e,Percuma... kuncinya di presiden kalo presiden nya melempem.... wasalam,percuma... kuncinya di presiden kalo presiden nya melempem.... wasalam,"['percuma', '...', 'kuncinya', 'di', 'presiden', 'kalo', 'presiden', 'nya', 'melempem', '....', 'wasalam']","[('percuma', '...'), ('...', 'kuncinya'), ('kuncinya', 'di'), ('di', 'presiden'), ('presiden', 'kalo'), ('kalo', 'presiden'), ('presiden', 'nya'), ('nya', 'melempem'), ('melempem', '....'), ('....', 'wasalam')]"
@inisialW00,​ @Ediwaelah-r6e iya kalo presiden nya abah atau genjer ya pasti mlempem dari kemaren ga ada kasus terbongkar wkwk,​ @ediwaelah-r6e iya kalo presiden nya abah atau genjer ya pasti mlempem dari kemaren ga ada kasus terbongkar wkwk,"['\u200b', '@', 'ediwaelah-r6e', 'iya', 'kalo', 'presiden', 'nya', 'abah', 'atau', 'genjer', 'ya', 'pasti', 'mlempem', 'dari', 'kemaren', 'ga', 'ada', 'kasus', 'terbongkar', 'wkwk']","[('\u200b', '@'), ('@', 'ediwaelah-r6e'), ('ediwaelah-r6e', 'iya'), ('iya', 'kalo'), ('kalo', 'presiden'), ('presiden', 'nya'), ('nya', 'abah'), ('abah', 'atau'), ('atau', 'genjer'), ('genjer', 'ya'), ('ya', 'pasti'), ('pasti', 'mlempem'), ('mlempem', 'dari'), ('dari', 'kemaren'), ('kemaren', 'ga'), ('ga', 'ada'), ('ada', 'kasus'), ('kasus', 'terbongkar'), ('terbongkar', 'wkwk')]"
@haysnairte4," @inisialW00  percuma berandai andai, yg udah jalan dua periode aja jelas fakta"," @inisialw00  percuma berandai andai, yg udah jalan dua periode aja jelas fakta","['@', 'inisialw00', 'percuma', 'berandai', 'andai', ',', 'yg', 'udah', 'jalan', 'dua', 'periode', 'aja', 'jelas', 'fakta']","[('@', 'inisialw00'), ('inisialw00', 'percuma'), ('percuma', 'berandai'), ('berandai', 'andai'), ('andai', ','), (',', 'yg'), ('yg', 'udah'), ('udah', 'jalan'), ('jalan', 'dua'), ('dua', 'periode'), ('periode', 'aja'), ('aja', 'jelas'), ('jelas', 'fakta')]"
@prakasarevo5435,"Bahaya malah purbaya, baru naik langsung mo by one ma kesayangan geng","bahaya malah purbaya, baru naik langsung mo by one ma kesayangan geng","['bahaya', 'malah', 'purbaya', ',', 'baru', 'naik', 'langsung', 'mo', 'by', 'one', 'ma', 'kesayangan', 'geng']","[('bahaya', 'malah'), ('malah', 'purbaya'), ('purbaya', ','), (',', 'baru'), ('baru', 'naik'), ('naik', 'langsung'), ('langsung', 'mo'), ('mo', 'by'), ('by', 'one'), ('one', 'ma'), ('ma', 'kesayangan'), ('kesayangan', 'geng')]"
@Serang775,​ @roromera7685 jirrrrrrr percaya ma DUKUN😂😂,​ @roromera7685 jirrrrrrr percaya ma dukun😂😂,"['\u200b', '@', 'roromera7685', 'jirrrrrrr', 'percaya', 'ma', 'dukun😂😂']","[('\u200b', '@'), ('@', 'roromera7685'), ('roromera7685', 'jirrrrrrr'), ('jirrrrrrr', 'percaya'), ('percaya', 'ma'), ('ma', 'dukun😂😂')]"
@sasongko5769,HIDOP PURAYAaa,hidop purayaaa,"['hidop', 'purayaaa']","[('hidop', 'purayaaa')]"
@roromera7685,​ @Serang775  Bro kata PeramaL Gumay THN 2037 klo g salah Indonesia perang sama Australia,​ @serang775  bro kata peramal gumay thn 2037 klo g salah indonesia perang sama australia,"['\u200b', '@', 'serang775', 'bro', 'kata', 'peramal', 'gumay', 'thn', '2037', 'klo', 'g', 'salah', 'indonesia', 'perang', 'sama', 'australia']","[('\u200b', '@'), ('@', 'serang775'), ('serang775', 'bro'), ('bro', 'kata'), ('kata', 'peramal'), ('peramal', 'gumay'), ('gumay', 'thn'), ('thn', '2037'), ('2037', 'klo'), ('klo', 'g'), ('g', 'salah'), ('salah', 'indonesia'), ('indonesia', 'perang'), ('perang', 'sama'), ('sama', 'australia')]"
@juripenilaian3630,PERTAMINA LADANG KORUUUPPPP,pertamina ladang koruuupppp,"['pertamina', 'ladang', 'koruuupppp']","[('pertamina', 'ladang'), ('ladang', 'koruuupppp')]"
@MantanbociL_epep-h5d,"Kalau ada barisan pengaman pribadi menkeu, saya siap. Kita kawal pak pur dimana pun berada","kalau ada barisan pengaman pribadi menkeu, saya siap. kita kawal pak pur dimana pun berada","['kalau', 'ada', 'barisan', 'pengaman', 'pribadi', 'menkeu', ',', 'saya', 'siap', '.', 'kita', 'kawal', 'pak', 'pur', 'dimana', 'pun', 'berada']","[('kalau', 'ada'), ('ada', 'barisan'), ('barisan', 'pengaman'), ('pengaman', 'pribadi'), ('pribadi', 'menkeu'), ('menkeu', ','), (',', 'saya'), ('saya', 'siap'), ('siap', '.'), ('.', 'kita'), ('kita', 'kawal'), ('kawal', 'pak'), ('pak', 'pur'), ('pur', 'dimana'), ('dimana', 'pun'), ('pun', 'berada')]"
@Pattinson1004,​ @MantanbociL_epep-h5d lgi nganggur bang ya?,​ @mantanbocil_epep-h5d lgi nganggur bang ya?,"['\u200b', '@', 'mantanbocil_epep-h5d', 'lgi', 'nganggur', 'bang', 'ya', '?']","[('\u200b', '@'), ('@', 'mantanbocil_epep-h5d'), ('mantanbocil_epep-h5d', 'lgi'), ('lgi', 'nganggur'), ('nganggur', 'bang'), ('bang', 'ya'), ('ya', '?')]"
@StayOnHalal,"Maaf ka, itu penulisan nama Tuhan Allah SWT pake huruf besar ya😊","maaf ka, itu penulisan nama tuhan allah swt pake huruf besar ya😊","['maaf', 'ka', ',', 'itu', 'penulisan', 'nama', 'tuhan', 'allah', 'swt', 'pake', 'huruf', 'besar', 'ya😊']","[('maaf', 'ka'), ('ka', ','), (',', 'itu'), ('itu', 'penulisan'), ('penulisan', 'nama'), ('nama', 'tuhan'), ('tuhan', 'allah'), ('allah', 'swt'), ('swt', 'pake'), ('pake', 'huruf'), ('huruf', 'besar'), ('besar', 'ya😊')]"
@tommyaditya5968,"​ @Pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,","​ @pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,","['\u200b', '@', 'pattinson1004', '😅😅', 'g', 'gtu', 'bang', ',', 'takut', 'ny', 'bnyk', 'yg', 'mau', 'menjatuhkan', 'beliao', ',']","[('\u200b', '@'), ('@', 'pattinson1004'), ('pattinson1004', '😅😅'), ('😅😅', 'g'), ('g', 'gtu'), ('gtu', 'bang'), ('bang', ','), (',', 'takut'), ('takut', 'ny'), ('ny', 'bnyk'), ('bnyk', 'yg'), ('yg', 'mau'), ('mau', 'menjatuhkan'), ('menjatuhkan', 'beliao'), ('beliao', ',')]"
@SariatieA-mm5fi,Iya..se7.org kaya Bahlil TDK bisa di Percaya...org nya suka kong kalingkong.,iya..se7.org kaya bahlil tdk bisa di percaya...org nya suka kong kalingkong.,"['iya', '..', 'se7.org', 'kaya', 'bahlil', 'tdk', 'bisa', 'di', 'percaya', '...', 'org', 'nya', 'suka', 'kong', 'kalingkong', '.']","[('iya', '..'), ('..', 'se7.org'), ('se7.org', 'kaya'), ('kaya', 'bahlil'), ('bahlil', 'tdk'), ('tdk', 'bisa'), ('bisa', 'di'), ('di', 'percaya'), ('percaya', '...'), ('...', 'org'), ('org', 'nya'), ('nya', 'suka'), ('suka', 'kong'), ('kong', 'kalingkong'), ('kalingkong', '.')]"
@wayyoffyouyuo868,Btw harta bahllil nyampe 300 miliar yg ketahuan,btw harta bahllil nyampe 300 miliar yg ketahuan,"['btw', 'harta', 'bahllil', 'nyampe', '300', 'miliar', 'yg', 'ketahuan']","[('btw', 'harta'), ('harta', 'bahllil'), ('bahllil', 'nyampe'), ('nyampe', '300'), ('300', 'miliar'), ('miliar', 'yg'), ('yg', 'ketahuan')]"
@HadriannorNor,Pecat si bahlil buat beban kakyat kebijakan nya,pecat si bahlil buat beban kakyat kebijakan nya,"['pecat', 'si', 'bahlil', 'buat', 'beban', 'kakyat', 'kebijakan', 'nya']","[('pecat', 'si'), ('si', 'bahlil'), ('bahlil', 'buat'), ('buat', 'beban'), ('beban', 'kakyat'), ('kakyat', 'kebijakan'), ('kebijakan', 'nya')]"
@wayyoffyouyuo868,​ @HadriannorNor kenapa waktu kerusuhan dia aman ya padahal jelas harta dia gak wajar dia ( Bahlil) mantan ojol yg jadi relawan projo,​ @hadriannornor kenapa waktu kerusuhan dia aman ya padahal jelas harta dia gak wajar dia ( bahlil) mantan ojol yg jadi relawan projo,"['\u200b', '@', 'hadriannornor', 'kenapa', 'waktu', 'kerusuhan', 'dia', 'aman', 'ya', 'padahal', 'jelas', 'harta', 'dia', 'gak', 'wajar', 'dia', '(', 'bahlil', ')', 'mantan', 'ojol', 'yg', 'jadi', 'relawan', 'projo']","[('\u200b', '@'), ('@', 'hadriannornor'), ('hadriannornor', 'kenapa'), ('kenapa', 'waktu'), ('waktu', 'kerusuhan'), ('kerusuhan', 'dia'), ('dia', 'aman'), ('aman', 'ya'), ('ya', 'padahal'), ('padahal', 'jelas'), ('jelas', 'harta'), ('harta', 'dia'), ('dia', 'gak'), ('gak', 'wajar'), ('wajar', 'dia'), ('dia', '('), ('(', 'bahlil'), ('bahlil', ')'), (')', 'mantan'), ('mantan', 'ojol'), ('ojol', 'yg'), ('yg', 'jadi'), ('jadi', 'relawan'), ('relawan', 'projo')]"
@Ylin2018,Lada Hitam Emang Pedas 😅,lada hitam emang pedas 😅,"['lada', 'hitam', 'emang', 'pedas', '😅']","[('lada', 'hitam'), ('hitam', 'emang'), ('emang', 'pedas'), ('pedas', '😅')]"
@fandiresava,Tinggal nunggu waktu atau giliran 😅,tinggal nunggu waktu atau giliran 😅,"['tinggal', 'nunggu', 'waktu', 'atau', 'giliran', '😅']","[('tinggal', 'nunggu'), ('nunggu', 'waktu'), ('waktu', 'atau'), ('atau', 'giliran'), ('giliran', '😅')]"
@ekaindrayana2656,"Cepat2 lah di ganti manusia bahlil ini,. merugikan se bangsa ini.","cepat2 lah di ganti manusia bahlil ini,. merugikan se bangsa ini.","['cepat2', 'lah', 'di', 'ganti', 'manusia', 'bahlil', 'ini', ',', '.', 'merugikan', 'se', 'bangsa', 'ini', '.']","[('cepat2', 'lah'), ('lah', 'di'), ('di', 'ganti'), ('ganti', 'manusia'), ('manusia', 'bahlil'), ('bahlil', 'ini'), ('ini', ','), (',', '.'), ('.', 'merugikan'), ('merugikan', 'se'), ('se', 'bangsa'), ('bangsa', 'ini'), ('ini', '.')]"
@maizierbarid,sapa bilang bahlil itu manusia,sapa bilang bahlil itu manusia,"['sapa', 'bilang', 'bahlil', 'itu', 'manusia']","[('sapa', 'bilang'), ('bilang', 'bahlil'), ('bahlil', 'itu'), ('itu', 'manusia')]"
@hasansugibit182,Minta dinepalkan tuh goblin,minta dinepalkan tuh goblin,"['minta', 'dinepalkan', 'tuh', 'goblin']","[('minta', 'dinepalkan'), ('dinepalkan', 'tuh'), ('tuh', 'goblin')]"
@sardihidayat3712,Grudukk aja mending biar mundur nih orang,grudukk aja mending biar mundur nih orang,"['grudukk', 'aja', 'mending', 'biar', 'mundur', 'nih', 'orang']","[('grudukk', 'aja'), ('aja', 'mending'), ('mending', 'biar'), ('biar', 'mundur'), ('mundur', 'nih'), ('nih', 'orang')]"
@AhoAho-m4z8b,​ @hasansugibit182  😂😂 eh bener juga mirip goblin ya kalau dilihat2 😂yang bisa,​ @hasansugibit182  😂😂 eh bener juga mirip goblin ya kalau dilihat2 😂yang bisa,"['\u200b', '@', 'hasansugibit182', '😂😂', 'eh', 'bener', 'juga', 'mirip', 'goblin', 'ya', 'kalau', 'dilihat2', '😂yang', 'bisa']","[('\u200b', '@'), ('@', 'hasansugibit182'), ('hasansugibit182', '😂😂'), ('😂😂', 'eh'), ('eh', 'bener'), ('bener', 'juga'), ('juga', 'mirip'), ('mirip', 'goblin'), ('goblin', 'ya'), ('ya', 'kalau'), ('kalau', 'dilihat2'), ('dilihat2', '😂yang'), ('😂yang', 'bisa')]"
@NurulAminatur,Q lebih percaya Dan lebih cinta nabi solo sih😂,q lebih percaya dan lebih cinta nabi solo sih😂,"['q', 'lebih', 'percaya', 'dan', 'lebih', 'cinta', 'nabi', 'solo', 'sih😂']","[('q', 'lebih'), ('lebih', 'percaya'), ('percaya', 'dan'), ('dan', 'lebih'), ('lebih', 'cinta'), ('cinta', 'nabi'), ('nabi', 'solo'), ('solo', 'sih😂')]"
@ShalahudinAlAyubiZLA,Awokawok Sebel ya bisnisnya di usik😂😂😂😂,awokawok sebel ya bisnisnya di usik😂😂😂😂,"['awokawok', 'sebel', 'ya', 'bisnisnya', 'di', 'usik😂😂😂😂']","[('awokawok', 'sebel'), ('sebel', 'ya'), ('ya', 'bisnisnya'), ('bisnisnya', 'di'), ('di', 'usik😂😂😂😂')]"
@diancilok1794,"1 pertanyaan 
Bahlil apa jenis manusia ??","1 pertanyaan 
bahlil apa jenis manusia ??","['1', 'pertanyaan', 'bahlil', 'apa', 'jenis', 'manusia', '?', '?']","[('1', 'pertanyaan'), ('pertanyaan', 'bahlil'), ('bahlil', 'apa'), ('apa', 'jenis'), ('jenis', 'manusia'), ('manusia', '?'), ('?', '?')]"
@roromera7685,"Indonesia mah kbnykan Mafia y 😭😭 sedihh Negara bnyk Mafia ... di Thailand pnya Persediaan kilang keren Gede klo Keadaan mendesak , atau Genting udh tenang, Indonesia nunggu import dulu , Pejabat Indonesia ga mikirin keadaan Negara kedepannya","indonesia mah kbnykan mafia y 😭😭 sedihh negara bnyk mafia ... di thailand pnya persediaan kilang keren gede klo keadaan mendesak , atau genting udh tenang, indonesia nunggu import dulu , pejabat indonesia ga mikirin keadaan negara kedepannya","['indonesia', 'mah', 'kbnykan', 'mafia', 'y', '😭😭', 'sedihh', 'negara', 'bnyk', 'mafia', '...', 'di', 'thailand', 'pnya', 'persediaan', 'kilang', 'keren', 'gede', 'klo', 'keadaan', 'mendesak', ',', 'atau', 'genting', 'udh', 'tenang', ',', 'indonesia', 'nunggu', 'import', 'dulu', ',', 'pejabat', 'indonesia', 'ga', 'mikirin', 'keadaan', 'negara', 'kedepannya']","[('indonesia', 'mah'), ('mah', 'kbnykan'), ('kbnykan', 'mafia'), ('mafia', 'y'), ('y', '😭😭'), ('😭😭', 'sedihh'), ('sedihh', 'negara'), ('negara', 'bnyk'), ('bnyk', 'mafia'), ('mafia', '...'), ('...', 'di'), ('di', 'thailand'), ('thailand', 'pnya'), ('pnya', 'persediaan'), ('persediaan', 'kilang'), ('kilang', 'keren'), ('keren', 'gede'), ('gede', 'klo'), ('klo', 'keadaan'), ('keadaan', 'mendesak'), ('mendesak', ','), (',', 'atau'), ('atau', 'genting'), ('genting', 'udh'), ('udh', 'tenang'), ('tenang', ','), (',', 'indonesia'), ('indonesia', 'nunggu'), ('nunggu', 'import'), ('import', 'dulu'), ('dulu', ','), (',', 'pejabat'), ('pejabat', 'indonesia'), ('indonesia', 'ga'), ('ga', 'mikirin'), ('mikirin', 'keadaan'), ('keadaan', 'negara'), ('negara', 'kedepannya')]"
@kingpinix.124,bahlil mirip kingkong,bahlil mirip kingkong,"['bahlil', 'mirip', 'kingkong']","[('bahlil', 'mirip'), ('mirip', 'kingkong')]"
@Caslonbtc,"​ @wayyoffyouyuo868  cuma 300m, yang nggak ketahuan pasti puluhan triliun","​ @wayyoffyouyuo868  cuma 300m, yang nggak ketahuan pasti puluhan triliun","['\u200b', '@', 'wayyoffyouyuo868', 'cuma', '300m', ',', 'yang', 'nggak', 'ketahuan', 'pasti', 'puluhan', 'triliun']","[('\u200b', '@'), ('@', 'wayyoffyouyuo868'), ('wayyoffyouyuo868', 'cuma'), ('cuma', '300m'), ('300m', ','), (',', 'yang'), ('yang', 'nggak'), ('nggak', 'ketahuan'), ('ketahuan', 'pasti'), ('pasti', 'puluhan'), ('puluhan', 'triliun')]"
@yuhdiananto8589,"Banyak yang bilang goblin bang
Bukan manusia","banyak yang bilang goblin bang
bukan manusia","['banyak', 'yang', 'bilang', 'goblin', 'bang', 'bukan', 'manusia']","[('banyak', 'yang'), ('yang', 'bilang'), ('bilang', 'goblin'), ('goblin', 'bang'), ('bang', 'bukan'), ('bukan', 'manusia')]"
@HmmpssAh-c5n,emng bahlil itu manusia? baru tau saya,emng bahlil itu manusia? baru tau saya,"['emng', 'bahlil', 'itu', 'manusia', '?', 'baru', 'tau', 'saya']","[('emng', 'bahlil'), ('bahlil', 'itu'), ('itu', 'manusia'), ('manusia', '?'), ('?', 'baru'), ('baru', 'tau'), ('tau', 'saya')]"
@Nail-u5u,Goblin emang gitu kelakuannya,goblin emang gitu kelakuannya,"['goblin', 'emang', 'gitu', 'kelakuannya']","[('goblin', 'emang'), ('emang', 'gitu'), ('gitu', 'kelakuannya')]"
@dodyrainst4871,"Rame"" tegas resuffle bahlil","rame"" tegas resuffle bahlil","['rame', ""''"", 'tegas', 'resuffle', 'bahlil']","[('rame', ""''""), (""''"", 'tegas'), ('tegas', 'resuffle'), ('resuffle', 'bahlil')]"
@robertttt7605,Goblin tambang BAHLULLL,goblin tambang bahlulll,"['goblin', 'tambang', 'bahlulll']","[('goblin', 'tambang'), ('tambang', 'bahlulll')]"
@muhaiminsobirin,​ @wayyoffyouyuo868 itu tabungan kali,​ @wayyoffyouyuo868 itu tabungan kali,"['\u200b', '@', 'wayyoffyouyuo868', 'itu', 'tabungan', 'kali']","[('\u200b', '@'), ('@', 'wayyoffyouyuo868'), ('wayyoffyouyuo868', 'itu'), ('itu', 'tabungan'), ('tabungan', 'kali')]"
@soundbomber3420,"​ @Ylin2018 macam cabe rawit,,,kecil tpi pedas....","​ @ylin2018 macam cabe rawit,,,kecil tpi pedas....","['\u200b', '@', 'ylin2018', 'macam', 'cabe', 'rawit', ',', ',', ',', 'kecil', 'tpi', 'pedas', '....']","[('\u200b', '@'), ('@', 'ylin2018'), ('ylin2018', 'macam'), ('macam', 'cabe'), ('cabe', 'rawit'), ('rawit', ','), (',', ','), (',', ','), (',', 'kecil'), ('kecil', 'tpi'), ('tpi', 'pedas'), ('pedas', '....')]"
@IvanAdelya,Belilin rantai...iket di pohon pisang...aja.,belilin rantai...iket di pohon pisang...aja.,"['belilin', 'rantai', '...', 'iket', 'di', 'pohon', 'pisang', '...', 'aja', '.']","[('belilin', 'rantai'), ('rantai', '...'), ('...', 'iket'), ('iket', 'di'), ('di', 'pohon'), ('pohon', 'pisang'), ('pisang', '...'), ('...', 'aja'), ('aja', '.')]"
@erinnberlina4712,"Sebaiknya dipecat saja orang orang pintar sudah tidak ada yang percaya tidak bisa dibodohi masih banyak orang orang pintar yang akan bekerja, harga dirinya derajatnya lebih tinggi tidak mempermalukan dirinya sendiri dan orang tuanya yang mendidik agar pintar","sebaiknya dipecat saja orang orang pintar sudah tidak ada yang percaya tidak bisa dibodohi masih banyak orang orang pintar yang akan bekerja, harga dirinya derajatnya lebih tinggi tidak mempermalukan dirinya sendiri dan orang tuanya yang mendidik agar pintar","['sebaiknya', 'dipecat', 'saja', 'orang', 'orang', 'pintar', 'sudah', 'tidak', 'ada', 'yang', 'percaya', 'tidak', 'bisa', 'dibodohi', 'masih', 'banyak', 'orang', 'orang', 'pintar', 'yang', 'akan', 'bekerja', ',', 'harga', 'dirinya', 'derajatnya', 'lebih', 'tinggi', 'tidak', 'mempermalukan', 'dirinya', 'sendiri', 'dan', 'orang', 'tuanya', 'yang', 'mendidik', 'agar', 'pintar']","[('sebaiknya', 'dipecat'), ('dipecat', 'saja'), ('saja', 'orang'), ('orang', 'orang'), ('orang', 'pintar'), ('pintar', 'sudah'), ('sudah', 'tidak'), ('tidak', 'ada'), ('ada', 'yang'), ('yang', 'percaya'), ('percaya', 'tidak'), ('tidak', 'bisa'), ('bisa', 'dibodohi'), ('dibodohi', 'masih'), ('masih', 'banyak'), ('banyak', 'orang'), ('orang', 'orang'), ('orang', 'pintar'), ('pintar', 'yang'), ('yang', 'akan'), ('akan', 'bekerja'), ('bekerja', ','), (',', 'harga'), ('harga', 'dirinya'), ('dirinya', 'derajatnya'), ('derajatnya', 'lebih'), ('lebih', 'tinggi'), ('tinggi', 'tidak'), ('tidak', 'mempermalukan'), ('mempermalukan', 'dirinya'), ('dirinya', 'sendiri'), ('sendiri', 'dan'), ('dan', 'orang'), ('orang', 'tuanya'), ('tuanya', 'yang'), ('yang', 'mendidik'), ('mendidik', 'agar'), ('agar', 'pintar')]"
@erinnberlina4712,"​ @wayyoffyouyuo868 harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut, orang orang pintar tidak mudah dibodohi","​ @wayyoffyouyuo868 harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut, orang orang pintar tidak mudah dibodohi","['\u200b', '@', 'wayyoffyouyuo868', 'harus', 'diusut', 'tuntas', 'seluruh', 'rakyat', 'tau', 'gaji', 'pekerja', 'rakyat', 'perbulannya', 'berapa', 'jika', 'melebihi', 'harus', 'di', 'usut', ',', 'orang', 'orang', 'pintar', 'tidak', 'mudah', 'dibodohi']","[('\u200b', '@'), ('@', 'wayyoffyouyuo868'), ('wayyoffyouyuo868', 'harus'), ('harus', 'diusut'), ('diusut', 'tuntas'), ('tuntas', 'seluruh'), ('seluruh', 'rakyat'), ('rakyat', 'tau'), ('tau', 'gaji'), ('gaji', 'pekerja'), ('pekerja', 'rakyat'), ('rakyat', 'perbulannya'), ('perbulannya', 'berapa'), ('berapa', 'jika'), ('jika', 'melebihi'), ('melebihi', 'harus'), ('harus', 'di'), ('di', 'usut'), ('usut', ','), (',', 'orang'), ('orang', 'orang'), ('orang', 'pintar'), ('pintar', 'tidak'), ('tidak', 'mudah'), ('mudah', 'dibodohi')]"
