author,comment,clean_comment,tokens,trigrams
@yanzdayenz,Awal awal kalian demo 😂,awal awal kalian demo 😂,"['awal', 'awal', 'kalian', 'demo', '😂']","[('awal', 'awal', 'kalian'), ('awal', 'kalian', 'demo'), ('kalian', 'demo', '😂')]"
@IrsanEdukasi,G rugi bayar pajak kalau dipakenya bener 🎉🎉🎉,g rugi bayar pajak kalau dipakenya bener 🎉🎉🎉,"['g', 'rugi', 'bayar', 'pajak', 'kalau', 'dipakenya', 'bener', '🎉🎉🎉']","[('g', 'rugi', 'bayar'), ('rugi', 'bayar', 'pajak'), ('bayar', 'pajak', 'kalau'), ('pajak', 'kalau', 'dipakenya'), ('kalau', 'dipakenya', 'bener'), ('dipakenya', 'bener', '🎉🎉🎉')]"
@AgungNgurahWiguna,"Kalau menteri kalah, cair cair.. cair😂","kalau menteri kalah, cair cair.. cair😂","['kalau', 'menteri', 'kalah', ',', 'cair', 'cair', '..', 'cair😂']","[('kalau', 'menteri', 'kalah'), ('menteri', 'kalah', ','), ('kalah', ',', 'cair'), (',', 'cair', 'cair'), ('cair', 'cair', '..'), ('cair', '..', 'cair😂')]"
@kukrikaratan,Dana kilang udah kita bagi-bagi belikan tas kresek😂😂❤❤,dana kilang udah kita bagi-bagi belikan tas kresek😂😂❤❤,"['dana', 'kilang', 'udah', 'kita', 'bagi-bagi', 'belikan', 'tas', 'kresek😂😂❤❤']","[('dana', 'kilang', 'udah'), ('kilang', 'udah', 'kita'), ('udah', 'kita', 'bagi-bagi'), ('kita', 'bagi-bagi', 'belikan'), ('bagi-bagi', 'belikan', 'tas'), ('belikan', 'tas', 'kresek😂😂❤❤')]"
@WiraAdiarsa,Sengaja TDK dibangun agar import tetap jalan itu agar komisi dari import banyak,sengaja tdk dibangun agar import tetap jalan itu agar komisi dari import banyak,"['sengaja', 'tdk', 'dibangun', 'agar', 'import', 'tetap', 'jalan', 'itu', 'agar', 'komisi', 'dari', 'import', 'banyak']","[('sengaja', 'tdk', 'dibangun'), ('tdk', 'dibangun', 'agar'), ('dibangun', 'agar', 'import'), ('agar', 'import', 'tetap'), ('import', 'tetap', 'jalan'), ('tetap', 'jalan', 'itu'), ('jalan', 'itu', 'agar'), ('itu', 'agar', 'komisi'), ('agar', 'komisi', 'dari'), ('komisi', 'dari', 'import'), ('dari', 'import', 'banyak')]"
@secondnightfrombehind,Kue dah dibagi😂 dah jadi teek😂😂😂,kue dah dibagi😂 dah jadi teek😂😂😂,"['kue', 'dah', 'dibagi😂', 'dah', 'jadi', 'teek😂😂😂']","[('kue', 'dah', 'dibagi😂'), ('dah', 'dibagi😂', 'dah'), ('dibagi😂', 'dah', 'jadi'), ('dah', 'jadi', 'teek😂😂😂')]"
@Threehimovic,gasss💣,gasss💣,['gasss💣'],[]
@Pattinson1004,"Baiklah, nanti sore akan kmi tangkap🙇🏻🙇🏻🙇🏻","baiklah, nanti sore akan kmi tangkap🙇🏻🙇🏻🙇🏻","['baiklah', ',', 'nanti', 'sore', 'akan', 'kmi', 'tangkap🙇🏻🙇🏻🙇🏻']","[('baiklah', ',', 'nanti'), (',', 'nanti', 'sore'), ('nanti', 'sore', 'akan'), ('sore', 'akan', 'kmi'), ('akan', 'kmi', 'tangkap🙇🏻🙇🏻🙇🏻')]"
@ryanbidam9329,Betul!!!,betul!!!,"['betul', '!', '!', '!']","[('betul', '!', '!'), ('!', '!', '!')]"
@deniardiansyah8142,"Ok, bahlil di nepalkan","ok, bahlil di nepalkan","['ok', ',', 'bahlil', 'di', 'nepalkan']","[('ok', ',', 'bahlil'), (',', 'bahlil', 'di'), ('bahlil', 'di', 'nepalkan')]"
@Serang775,NANTI SORE SAYA AKAN KE RUMAH BAHLIL Y ADIK2.SAYA KAN TANGKAP BAHLIL,nanti sore saya akan ke rumah bahlil y adik2.saya kan tangkap bahlil,"['nanti', 'sore', 'saya', 'akan', 'ke', 'rumah', 'bahlil', 'y', 'adik2.saya', 'kan', 'tangkap', 'bahlil']","[('nanti', 'sore', 'saya'), ('sore', 'saya', 'akan'), ('saya', 'akan', 'ke'), ('akan', 'ke', 'rumah'), ('ke', 'rumah', 'bahlil'), ('rumah', 'bahlil', 'y'), ('bahlil', 'y', 'adik2.saya'), ('y', 'adik2.saya', 'kan'), ('adik2.saya', 'kan', 'tangkap'), ('kan', 'tangkap', 'bahlil')]"
@faiqulmuawin9991,​ @deniardiansyah8142 si goblin hrus di Nepal kan,​ @deniardiansyah8142 si goblin hrus di nepal kan,"['\u200b', '@', 'deniardiansyah8142', 'si', 'goblin', 'hrus', 'di', 'nepal', 'kan']","[('\u200b', '@', 'deniardiansyah8142'), ('@', 'deniardiansyah8142', 'si'), ('deniardiansyah8142', 'si', 'goblin'), ('si', 'goblin', 'hrus'), ('goblin', 'hrus', 'di'), ('hrus', 'di', 'nepal'), ('di', 'nepal', 'kan')]"
@cordobaivank7623,Suruh pemadam aja yg tangkap 😂,suruh pemadam aja yg tangkap 😂,"['suruh', 'pemadam', 'aja', 'yg', 'tangkap', '😂']","[('suruh', 'pemadam', 'aja'), ('pemadam', 'aja', 'yg'), ('aja', 'yg', 'tangkap'), ('yg', 'tangkap', '😂')]"
@hansmusik8963,"Jangan sekarang blm balik modal, 
KPK Ngumpulin BB nya jg masih nanggung.","jangan sekarang blm balik modal, 
kpk ngumpulin bb nya jg masih nanggung.","['jangan', 'sekarang', 'blm', 'balik', 'modal', ',', 'kpk', 'ngumpulin', 'bb', 'nya', 'jg', 'masih', 'nanggung', '.']","[('jangan', 'sekarang', 'blm'), ('sekarang', 'blm', 'balik'), ('blm', 'balik', 'modal'), ('balik', 'modal', ','), ('modal', ',', 'kpk'), (',', 'kpk', 'ngumpulin'), ('kpk', 'ngumpulin', 'bb'), ('ngumpulin', 'bb', 'nya'), ('bb', 'nya', 'jg'), ('nya', 'jg', 'masih'), ('jg', 'masih', 'nanggung'), ('masih', 'nanggung', '.')]"
@JohnBone-sy1nn,Gila memang,gila memang,"['gila', 'memang']",[]
@Oppoku-br3sc,Di indonesia ini pejabat nya banyak yg maling,di indonesia ini pejabat nya banyak yg maling,"['di', 'indonesia', 'ini', 'pejabat', 'nya', 'banyak', 'yg', 'maling']","[('di', 'indonesia', 'ini'), ('indonesia', 'ini', 'pejabat'), ('ini', 'pejabat', 'nya'), ('pejabat', 'nya', 'banyak'), ('nya', 'banyak', 'yg'), ('banyak', 'yg', 'maling')]"
@antonriswanto7774,Betul...Ukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang. Tapi mereka mampu membangun kembali kilang minyak mereka. Masa Indonesia tak mampu.,betul...ukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang. tapi mereka mampu membangun kembali kilang minyak mereka. masa indonesia tak mampu.,"['betul', '...', 'ukraina', 'saja', 'secara', 'logika', 'mungkin', 'keuangan', 'negara', 'nya', 'sedang', 'tdk', 'baik', 'baik', 'saja', 'karena', 'terus', 'terusan', 'perang', '.', 'tapi', 'mereka', 'mampu', 'membangun', 'kembali', 'kilang', 'minyak', 'mereka', '.', 'masa', 'indonesia', 'tak', 'mampu', '.']","[('betul', '...', 'ukraina'), ('...', 'ukraina', 'saja'), ('ukraina', 'saja', 'secara'), ('saja', 'secara', 'logika'), ('secara', 'logika', 'mungkin'), ('logika', 'mungkin', 'keuangan'), ('mungkin', 'keuangan', 'negara'), ('keuangan', 'negara', 'nya'), ('negara', 'nya', 'sedang'), ('nya', 'sedang', 'tdk'), ('sedang', 'tdk', 'baik'), ('tdk', 'baik', 'baik'), ('baik', 'baik', 'saja'), ('baik', 'saja', 'karena'), ('saja', 'karena', 'terus'), ('karena', 'terus', 'terusan'), ('terus', 'terusan', 'perang'), ('terusan', 'perang', '.'), ('perang', '.', 'tapi'), ('.', 'tapi', 'mereka'), ('tapi', 'mereka', 'mampu'), ('mereka', 'mampu', 'membangun'), ('mampu', 'membangun', 'kembali'), ('membangun', 'kembali', 'kilang'), ('kembali', 'kilang', 'minyak'), ('kilang', 'minyak', 'mereka'), ('minyak', 'mereka', '.'), ('mereka', '.', 'masa'), ('.', 'masa', 'indonesia'), ('masa', 'indonesia', 'tak'), ('indonesia', 'tak', 'mampu'), ('tak', 'mampu', '.')]"
@SumangsaUmang-s6k,Aidit Pertamina,aidit pertamina,"['aidit', 'pertamina']",[]
@SumangsaUmang-s6k,"Emangnya Pertamina punya keluarga lu apa, ayo pak Mentri Keuangan, kalau macam macam dipecatin ajalah","emangnya pertamina punya keluarga lu apa, ayo pak mentri keuangan, kalau macam macam dipecatin ajalah","['emangnya', 'pertamina', 'punya', 'keluarga', 'lu', 'apa', ',', 'ayo', 'pak', 'mentri', 'keuangan', ',', 'kalau', 'macam', 'macam', 'dipecatin', 'ajalah']","[('emangnya', 'pertamina', 'punya'), ('pertamina', 'punya', 'keluarga'), ('punya', 'keluarga', 'lu'), ('keluarga', 'lu', 'apa'), ('lu', 'apa', ','), ('apa', ',', 'ayo'), (',', 'ayo', 'pak'), ('ayo', 'pak', 'mentri'), ('pak', 'mentri', 'keuangan'), ('mentri', 'keuangan', ','), ('keuangan', ',', 'kalau'), (',', 'kalau', 'macam'), ('kalau', 'macam', 'macam'), ('macam', 'macam', 'dipecatin'), ('macam', 'dipecatin', 'ajalah')]"
@PaengCerdas,Mentri baru pk prabowo. yang di sodorkan megawati  Purbaya emg cerdas bicaranya. Tpi belum kelihatan hasil nyata nya,mentri baru pk prabowo. yang di sodorkan megawati  purbaya emg cerdas bicaranya. tpi belum kelihatan hasil nyata nya,"['mentri', 'baru', 'pk', 'prabowo', '.', 'yang', 'di', 'sodorkan', 'megawati', 'purbaya', 'emg', 'cerdas', 'bicaranya', '.', 'tpi', 'belum', 'kelihatan', 'hasil', 'nyata', 'nya']","[('mentri', 'baru', 'pk'), ('baru', 'pk', 'prabowo'), ('pk', 'prabowo', '.'), ('prabowo', '.', 'yang'), ('.', 'yang', 'di'), ('yang', 'di', 'sodorkan'), ('di', 'sodorkan', 'megawati'), ('sodorkan', 'megawati', 'purbaya'), ('megawati', 'purbaya', 'emg'), ('purbaya', 'emg', 'cerdas'), ('emg', 'cerdas', 'bicaranya'), ('cerdas', 'bicaranya', '.'), ('bicaranya', '.', 'tpi'), ('.', 'tpi', 'belum'), ('tpi', 'belum', 'kelihatan'), ('belum', 'kelihatan', 'hasil'), ('kelihatan', 'hasil', 'nyata'), ('hasil', 'nyata', 'nya')]"
@Rms0708,Wakakakakak.. Mr.omon omon mana berani sama goblin.. Kasus gas dll.. Diem aja😂😂😂😂,wakakakakak.. mr.omon omon mana berani sama goblin.. kasus gas dll.. diem aja😂😂😂😂,"['wakakakakak', '..', 'mr.omon', 'omon', 'mana', 'berani', 'sama', 'goblin', '..', 'kasus', 'gas', 'dll', '..', 'diem', 'aja😂😂😂😂']","[('wakakakakak', '..', 'mr.omon'), ('..', 'mr.omon', 'omon'), ('mr.omon', 'omon', 'mana'), ('omon', 'mana', 'berani'), ('mana', 'berani', 'sama'), ('berani', 'sama', 'goblin'), ('sama', 'goblin', '..'), ('goblin', '..', 'kasus'), ('..', 'kasus', 'gas'), ('kasus', 'gas', 'dll'), ('gas', 'dll', '..'), ('dll', '..', 'diem'), ('..', 'diem', 'aja😂😂😂😂')]"
@apikeadilan,Kita dukung kebijakan kemenkeu yakin 👍 ada pejabat main main rakyat siap mengadili,kita dukung kebijakan kemenkeu yakin 👍 ada pejabat main main rakyat siap mengadili,"['kita', 'dukung', 'kebijakan', 'kemenkeu', 'yakin', '👍', 'ada', 'pejabat', 'main', 'main', 'rakyat', 'siap', 'mengadili']","[('kita', 'dukung', 'kebijakan'), ('dukung', 'kebijakan', 'kemenkeu'), ('kebijakan', 'kemenkeu', 'yakin'), ('kemenkeu', 'yakin', '👍'), ('yakin', '👍', 'ada'), ('👍', 'ada', 'pejabat'), ('ada', 'pejabat', 'main'), ('pejabat', 'main', 'main'), ('main', 'main', 'rakyat'), ('main', 'rakyat', 'siap'), ('rakyat', 'siap', 'mengadili')]"
@Leeam.092,​@SumangsaUmang-s6kkok aidit? 😅,​@sumangsaumang-s6kkok aidit? 😅,"['\u200b', '@', 'sumangsaumang-s6kkok', 'aidit', '?', '😅']","[('\u200b', '@', 'sumangsaumang-s6kkok'), ('@', 'sumangsaumang-s6kkok', 'aidit'), ('sumangsaumang-s6kkok', 'aidit', '?'), ('aidit', '?', '😅')]"
@zainalabidin4961,"Bukannya Bahlil Mentri kepercayaan Prabowo 😂😂..
Soalnya masih di pertahankan dari zaman Jokowi sampe akrng..
Apa karena ini Mentri jago ngasilin duit","bukannya bahlil mentri kepercayaan prabowo 😂😂..
soalnya masih di pertahankan dari zaman jokowi sampe akrng..
apa karena ini mentri jago ngasilin duit","['bukannya', 'bahlil', 'mentri', 'kepercayaan', 'prabowo', '😂😂', '..', 'soalnya', 'masih', 'di', 'pertahankan', 'dari', 'zaman', 'jokowi', 'sampe', 'akrng', '..', 'apa', 'karena', 'ini', 'mentri', 'jago', 'ngasilin', 'duit']","[('bukannya', 'bahlil', 'mentri'), ('bahlil', 'mentri', 'kepercayaan'), ('mentri', 'kepercayaan', 'prabowo'), ('kepercayaan', 'prabowo', '😂😂'), ('prabowo', '😂😂', '..'), ('😂😂', '..', 'soalnya'), ('..', 'soalnya', 'masih'), ('soalnya', 'masih', 'di'), ('masih', 'di', 'pertahankan'), ('di', 'pertahankan', 'dari'), ('pertahankan', 'dari', 'zaman'), ('dari', 'zaman', 'jokowi'), ('zaman', 'jokowi', 'sampe'), ('jokowi', 'sampe', 'akrng'), ('sampe', 'akrng', '..'), ('akrng', '..', 'apa'), ('..', 'apa', 'karena'), ('apa', 'karena', 'ini'), ('karena', 'ini', 'mentri'), ('ini', 'mentri', 'jago'), ('mentri', 'jago', 'ngasilin'), ('jago', 'ngasilin', 'duit')]"
@BadruzamanIbad,Mentri yg kompten vs mentri ketum partai presiden tinggal.pilih..,mentri yg kompten vs mentri ketum partai presiden tinggal.pilih..,"['mentri', 'yg', 'kompten', 'vs', 'mentri', 'ketum', 'partai', 'presiden', 'tinggal.pilih', '..']","[('mentri', 'yg', 'kompten'), ('yg', 'kompten', 'vs'), ('kompten', 'vs', 'mentri'), ('vs', 'mentri', 'ketum'), ('mentri', 'ketum', 'partai'), ('ketum', 'partai', 'presiden'), ('partai', 'presiden', 'tinggal.pilih'), ('presiden', 'tinggal.pilih', '..')]"
@mbahkemo, @Rms0708  SElama ini DIRUT PERTAMINA NGAPAIN AJA ???? Bu Nicke.. Bu Karen... pak Cip... komisaris utama Ahok.....   NGAPAIN AJA ?????????, @rms0708  selama ini dirut pertamina ngapain aja ???? bu nicke.. bu karen... pak cip... komisaris utama ahok.....   ngapain aja ?????????,"['@', 'rms0708', 'selama', 'ini', 'dirut', 'pertamina', 'ngapain', 'aja', '?', '?', '?', '?', 'bu', 'nicke', '..', 'bu', 'karen', '...', 'pak', 'cip', '...', 'komisaris', 'utama', 'ahok', '.....', 'ngapain', 'aja', '?', '?', '?', '?', '?', '?', '?', '?', '?']","[('@', 'rms0708', 'selama'), ('rms0708', 'selama', 'ini'), ('selama', 'ini', 'dirut'), ('ini', 'dirut', 'pertamina'), ('dirut', 'pertamina', 'ngapain'), ('pertamina', 'ngapain', 'aja'), ('ngapain', 'aja', '?'), ('aja', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', 'bu'), ('?', 'bu', 'nicke'), ('bu', 'nicke', '..'), ('nicke', '..', 'bu'), ('..', 'bu', 'karen'), ('bu', 'karen', '...'), ('karen', '...', 'pak'), ('...', 'pak', 'cip'), ('pak', 'cip', '...'), ('cip', '...', 'komisaris'), ('...', 'komisaris', 'utama'), ('komisaris', 'utama', 'ahok'), ('utama', 'ahok', '.....'), ('ahok', '.....', 'ngapain'), ('.....', 'ngapain', 'aja'), ('ngapain', 'aja', '?'), ('aja', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', '?'), ('?', '?', '?')]"
@robertttt7605,Betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,"['betul', 'kebijakan', 'keuangan', 'anggaran', 'masuk', 'dan', 'keluar', 'di', 'pegang', 'oleh', 'kemenkue', 'jadi', 'tidak', 'ada', 'yg', 'berani', 'dengan', 'pak', 'purbaya', 'semua', 'gerakan', 'udah', 'di', 'pegang', 'sama', 'kemenkue']","[('betul', 'kebijakan', 'keuangan'), ('kebijakan', 'keuangan', 'anggaran'), ('keuangan', 'anggaran', 'masuk'), ('anggaran', 'masuk', 'dan'), ('masuk', 'dan', 'keluar'), ('dan', 'keluar', 'di'), ('keluar', 'di', 'pegang'), ('di', 'pegang', 'oleh'), ('pegang', 'oleh', 'kemenkue'), ('oleh', 'kemenkue', 'jadi'), ('kemenkue', 'jadi', 'tidak'), ('jadi', 'tidak', 'ada'), ('tidak', 'ada', 'yg'), ('ada', 'yg', 'berani'), ('yg', 'berani', 'dengan'), ('berani', 'dengan', 'pak'), ('dengan', 'pak', 'purbaya'), ('pak', 'purbaya', 'semua'), ('purbaya', 'semua', 'gerakan'), ('semua', 'gerakan', 'udah'), ('gerakan', 'udah', 'di'), ('udah', 'di', 'pegang'), ('di', 'pegang', 'sama'), ('pegang', 'sama', 'kemenkue')]"
@ulum9150,​@SumangsaUmang-s6kaudit kali ah😅😅😅,​@sumangsaumang-s6kaudit kali ah😅😅😅,"['\u200b', '@', 'sumangsaumang-s6kaudit', 'kali', 'ah😅😅😅']","[('\u200b', '@', 'sumangsaumang-s6kaudit'), ('@', 'sumangsaumang-s6kaudit', 'kali'), ('sumangsaumang-s6kaudit', 'kali', 'ah😅😅😅')]"
@Dumbanddubbing,​ @mbahkemo benci make otak. Fungsi Ahok mengawasi. Di panggil KPK pun dia sudah berikan apa saja yg dia tau.,​ @mbahkemo benci make otak. fungsi ahok mengawasi. di panggil kpk pun dia sudah berikan apa saja yg dia tau.,"['\u200b', '@', 'mbahkemo', 'benci', 'make', 'otak', '.', 'fungsi', 'ahok', 'mengawasi', '.', 'di', 'panggil', 'kpk', 'pun', 'dia', 'sudah', 'berikan', 'apa', 'saja', 'yg', 'dia', 'tau', '.']","[('\u200b', '@', 'mbahkemo'), ('@', 'mbahkemo', 'benci'), ('mbahkemo', 'benci', 'make'), ('benci', 'make', 'otak'), ('make', 'otak', '.'), ('otak', '.', 'fungsi'), ('.', 'fungsi', 'ahok'), ('fungsi', 'ahok', 'mengawasi'), ('ahok', 'mengawasi', '.'), ('mengawasi', '.', 'di'), ('.', 'di', 'panggil'), ('di', 'panggil', 'kpk'), ('panggil', 'kpk', 'pun'), ('kpk', 'pun', 'dia'), ('pun', 'dia', 'sudah'), ('dia', 'sudah', 'berikan'), ('sudah', 'berikan', 'apa'), ('berikan', 'apa', 'saja'), ('apa', 'saja', 'yg'), ('saja', 'yg', 'dia'), ('yg', 'dia', 'tau'), ('dia', 'tau', '.')]"
@totokistriarto3878,Kenapa menkeu sekarang lebih greget drpd yg kemarin ya wkk,kenapa menkeu sekarang lebih greget drpd yg kemarin ya wkk,"['kenapa', 'menkeu', 'sekarang', 'lebih', 'greget', 'drpd', 'yg', 'kemarin', 'ya', 'wkk']","[('kenapa', 'menkeu', 'sekarang'), ('menkeu', 'sekarang', 'lebih'), ('sekarang', 'lebih', 'greget'), ('lebih', 'greget', 'drpd'), ('greget', 'drpd', 'yg'), ('drpd', 'yg', 'kemarin'), ('yg', 'kemarin', 'ya'), ('kemarin', 'ya', 'wkk')]"
@BayuPawitraTaslam,"Lah justru bahlil mentri kesayangan prabowo, lolos resufle berkali-kali 🤭","lah justru bahlil mentri kesayangan prabowo, lolos resufle berkali-kali 🤭","['lah', 'justru', 'bahlil', 'mentri', 'kesayangan', 'prabowo', ',', 'lolos', 'resufle', 'berkali-kali', '🤭']","[('lah', 'justru', 'bahlil'), ('justru', 'bahlil', 'mentri'), ('bahlil', 'mentri', 'kesayangan'), ('mentri', 'kesayangan', 'prabowo'), ('kesayangan', 'prabowo', ','), ('prabowo', ',', 'lolos'), (',', 'lolos', 'resufle'), ('lolos', 'resufle', 'berkali-kali'), ('resufle', 'berkali-kali', '🤭')]"
@Pattinson1004,Pertamina PKI?​@SumangsaUmang-s6k,pertamina pki?​@sumangsaumang-s6k,"['pertamina', 'pki', '?', '\u200b', '@', 'sumangsaumang-s6k']","[('pertamina', 'pki', '?'), ('pki', '?', '\u200b'), ('?', '\u200b', '@'), ('\u200b', '@', 'sumangsaumang-s6k')]"
@ompung2023,​ @zainalabidin4961 Bahlil menteri prabowo laporannya ke mulyono. 😂😂😂,​ @zainalabidin4961 bahlil menteri prabowo laporannya ke mulyono. 😂😂😂,"['\u200b', '@', 'zainalabidin4961', 'bahlil', 'menteri', 'prabowo', 'laporannya', 'ke', 'mulyono', '.', '😂😂😂']","[('\u200b', '@', 'zainalabidin4961'), ('@', 'zainalabidin4961', 'bahlil'), ('zainalabidin4961', 'bahlil', 'menteri'), ('bahlil', 'menteri', 'prabowo'), ('menteri', 'prabowo', 'laporannya'), ('prabowo', 'laporannya', 'ke'), ('laporannya', 'ke', 'mulyono'), ('ke', 'mulyono', '.'), ('mulyono', '.', '😂😂😂')]"
@avengersbc13production67,"​ @PaengCerdas uda ada 1 hasil nyatanya, Free Pajak untuk Gaji di Bawah 5jt kah kalau gak salah.. Lupa saya 😂","​ @paengcerdas uda ada 1 hasil nyatanya, free pajak untuk gaji di bawah 5jt kah kalau gak salah.. lupa saya 😂","['\u200b', '@', 'paengcerdas', 'uda', 'ada', '1', 'hasil', 'nyatanya', ',', 'free', 'pajak', 'untuk', 'gaji', 'di', 'bawah', '5jt', 'kah', 'kalau', 'gak', 'salah', '..', 'lupa', 'saya', '😂']","[('\u200b', '@', 'paengcerdas'), ('@', 'paengcerdas', 'uda'), ('paengcerdas', 'uda', 'ada'), ('uda', 'ada', '1'), ('ada', '1', 'hasil'), ('1', 'hasil', 'nyatanya'), ('hasil', 'nyatanya', ','), ('nyatanya', ',', 'free'), (',', 'free', 'pajak'), ('free', 'pajak', 'untuk'), ('pajak', 'untuk', 'gaji'), ('untuk', 'gaji', 'di'), ('gaji', 'di', 'bawah'), ('di', 'bawah', '5jt'), ('bawah', '5jt', 'kah'), ('5jt', 'kah', 'kalau'), ('kah', 'kalau', 'gak'), ('kalau', 'gak', 'salah'), ('gak', 'salah', '..'), ('salah', '..', 'lupa'), ('..', 'lupa', 'saya'), ('lupa', 'saya', '😂')]"
@sadewaponsel-pr2uf,Sikat😊😊😊,sikat😊😊😊,['sikat😊😊😊'],[]
@masqiron,Dari sini sudah kliatan siapa yang bermain,dari sini sudah kliatan siapa yang bermain,"['dari', 'sini', 'sudah', 'kliatan', 'siapa', 'yang', 'bermain']","[('dari', 'sini', 'sudah'), ('sini', 'sudah', 'kliatan'), ('sudah', 'kliatan', 'siapa'), ('kliatan', 'siapa', 'yang'), ('siapa', 'yang', 'bermain')]"
@zainalabidin4961,"​ @ompung2023 yang anehnya sudah tau rekam jejaknya amburadul buat kebijakan cabut pasang.. dan menyengsarakan rakyat..
Masih juga di pertahankan Prabowo..
Inilah ketegasan dan keberanian Prabowo diuji, berani ngga, mencopot mentri tak berguna walaupun dia pimpinan partai","​ @ompung2023 yang anehnya sudah tau rekam jejaknya amburadul buat kebijakan cabut pasang.. dan menyengsarakan rakyat..
masih juga di pertahankan prabowo..
inilah ketegasan dan keberanian prabowo diuji, berani ngga, mencopot mentri tak berguna walaupun dia pimpinan partai","['\u200b', '@', 'ompung2023', 'yang', 'anehnya', 'sudah', 'tau', 'rekam', 'jejaknya', 'amburadul', 'buat', 'kebijakan', 'cabut', 'pasang', '..', 'dan', 'menyengsarakan', 'rakyat', '..', 'masih', 'juga', 'di', 'pertahankan', 'prabowo', '..', 'inilah', 'ketegasan', 'dan', 'keberanian', 'prabowo', 'diuji', ',', 'berani', 'ngga', ',', 'mencopot', 'mentri', 'tak', 'berguna', 'walaupun', 'dia', 'pimpinan', 'partai']","[('\u200b', '@', 'ompung2023'), ('@', 'ompung2023', 'yang'), ('ompung2023', 'yang', 'anehnya'), ('yang', 'anehnya', 'sudah'), ('anehnya', 'sudah', 'tau'), ('sudah', 'tau', 'rekam'), ('tau', 'rekam', 'jejaknya'), ('rekam', 'jejaknya', 'amburadul'), ('jejaknya', 'amburadul', 'buat'), ('amburadul', 'buat', 'kebijakan'), ('buat', 'kebijakan', 'cabut'), ('kebijakan', 'cabut', 'pasang'), ('cabut', 'pasang', '..'), ('pasang', '..', 'dan'), ('..', 'dan', 'menyengsarakan'), ('dan', 'menyengsarakan', 'rakyat'), ('menyengsarakan', 'rakyat', '..'), ('rakyat', '..', 'masih'), ('..', 'masih', 'juga'), ('masih', 'juga', 'di'), ('juga', 'di', 'pertahankan'), ('di', 'pertahankan', 'prabowo'), ('pertahankan', 'prabowo', '..'), ('prabowo', '..', 'inilah'), ('..', 'inilah', 'ketegasan'), ('inilah', 'ketegasan', 'dan'), ('ketegasan', 'dan', 'keberanian'), ('dan', 'keberanian', 'prabowo'), ('keberanian', 'prabowo', 'diuji'), ('prabowo', 'diuji', ','), ('diuji', ',', 'berani'), (',', 'berani', 'ngga'), ('berani', 'ngga', ','), ('ngga', ',', 'mencopot'), (',', 'mencopot', 'mentri'), ('mencopot', 'mentri', 'tak'), ('mentri', 'tak', 'berguna'), ('tak', 'berguna', 'walaupun'), ('berguna', 'walaupun', 'dia'), ('walaupun', 'dia', 'pimpinan'), ('dia', 'pimpinan', 'partai')]"
@alvionitalee1307,org pinterr  baik jujur  kalo masuk  kandang  istana  error  jg,org pinterr  baik jujur  kalo masuk  kandang  istana  error  jg,"['org', 'pinterr', 'baik', 'jujur', 'kalo', 'masuk', 'kandang', 'istana', 'error', 'jg']","[('org', 'pinterr', 'baik'), ('pinterr', 'baik', 'jujur'), ('baik', 'jujur', 'kalo'), ('jujur', 'kalo', 'masuk'), ('kalo', 'masuk', 'kandang'), ('masuk', 'kandang', 'istana'), ('kandang', 'istana', 'error'), ('istana', 'error', 'jg')]"
