author,comment,clean_comment,tokens,filtered_comment
@erinnberlina4712,"​ @wayyoffyouyuo868 harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut, orang orang pintar tidak mudah dibodohi",harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut orang orang pintar tidak mudah dibodohi,"['harus', 'diusut', 'tuntas', 'seluruh', 'rakyat', 'tau', 'gaji', 'pekerja', 'rakyat', 'perbulannya', 'berapa', 'jika', 'melebihi', 'harus', 'di', 'usut', 'orang', 'orang', 'pintar', 'tidak', 'mudah', 'dibodohi']",diusut tuntas rakyat tau gaji pekerja rakyat perbulannya melebihi usut orang orang pintar mudah dibodohi
@mrartdeco,muka ky goblin kelakuan ky goblin. Gila juga bisa gitu,muka ky goblin kelakuan ky goblin gila juga bisa gitu,"['muka', 'ky', 'goblin', 'kelakuan', 'ky', 'goblin', 'gila', 'juga', 'bisa', 'gitu']",muka ky goblin kelakuan ky goblin gila gitu
@hendrichairil667,goblin bang gobblinnn itu bahlil goblin,goblin bang gobblinnn itu bahlil goblin,"['goblin', 'bang', 'gobblinnn', 'itu', 'bahlil', 'goblin']",goblin bang gobblinnn bahlil goblin
@MongkydLuffy-g6o3j,Goblin m memang😂 anj,goblin m memang anj,"['goblin', 'm', 'memang', 'anj']",goblin m anj
@marine06,Doktor yg gelarnya dicabut.,doktor yg gelarnya dicabut,"['doktor', 'yg', 'gelarnya', 'dicabut']",doktor yg gelarnya dicabut
@rmulyadinata1846,oknum mafia migas kok malah dijadikan menteri ESDM.. Gimana ini pak pres 😂,oknum mafia migas kok malah dijadikan menteri esdm gimana ini pak pres,"['oknum', 'mafia', 'migas', 'kok', 'malah', 'dijadikan', 'menteri', 'esdm', 'gimana', 'ini', 'pak', 'pres']",oknum mafia migas dijadikan menteri esdm gimana pres
@PecintaTobrut-s3t7u,Bikin gemess.,bikin gemess,"['bikin', 'gemess']",bikin gemess
@Sabranglayun,Tapi kok bisa jadi menteri ya?,tapi kok bisa jadi menteri ya,"['tapi', 'kok', 'bisa', 'jadi', 'menteri', 'ya']",menteri ya
@billyroykep1293,"Heran saya ....
BAHLUL kok di jadiin MENTERI ...
MENTERI ESDM lagi ...
Yang Aneh PRESIDEN nya atau yang MENGUSULKAN nya ....
😂😂😂😂","heran saya 
bahlul kok di jadiin menteri 
menteri esdm lagi 
yang aneh presiden nya atau yang mengusulkan nya","['heran', 'saya', 'bahlul', 'kok', 'di', 'jadiin', 'menteri', 'menteri', 'esdm', 'lagi', 'yang', 'aneh', 'presiden', 'nya', 'atau', 'yang', 'mengusulkan', 'nya']",heran bahlul jadiin menteri menteri esdm aneh presiden nya mengusulkan nya
@iiskuswanto3949,emang itu manusia😂😂,emang itu manusia,"['emang', 'itu', 'manusia']",emang manusia
@mbahkemo,NDASMU.... DIRUT PERTAMINA SELAMA INI DIKUASAI ALUMNI ITB ... ITB... ITB.....  TAPI GAK ADA GUNANYA !!!   GAK MAU BANGUN KILANG..... OOOOALAAAH ALUMNI ITB.....WUAHAHAHAHAAA,ndasmu dirut pertamina selama ini dikuasai alumni itb  itb itb  tapi gak ada gunanya    gak mau bangun kilang ooooalaaah alumni itbwuahahahahaaa,"['ndasmu', 'dirut', 'pertamina', 'selama', 'ini', 'dikuasai', 'alumni', 'itb', 'itb', 'itb', 'tapi', 'gak', 'ada', 'gunanya', 'gak', 'mau', 'bangun', 'kilang', 'ooooalaaah', 'alumni', 'itbwuahahahahaaa']",ndasmu dirut pertamina dikuasai alumni itb itb itb gak gunanya gak bangun kilang ooooalaaah alumni itbwuahahahahaaa
@mbahkemo,PAK ALOYSIUS.... BU NICKE... BU KAREN.... PAK ELIA MANIK... PAK BAIHAKI... ITU SEMUA ITB LHOOO    TAPI GAK BECUUUSSS..... HUAHAHAHAHAAA,pak aloysius bu nicke bu karen pak elia manik pak baihaki itu semua itb lhooo    tapi gak becuuusss huahahahahaaa,"['pak', 'aloysius', 'bu', 'nicke', 'bu', 'karen', 'pak', 'elia', 'manik', 'pak', 'baihaki', 'itu', 'semua', 'itb', 'lhooo', 'tapi', 'gak', 'becuuusss', 'huahahahahaaa']",aloysius bu nicke bu karen elia manik baihaki itb lhooo gak becuuusss huahahahahaaa
@pecasndahe0368,Asal ngomong.. Pertamina isinya juga banyak ITB..  Intinya kalo gak impor gak ada cuannya...,asal ngomong pertamina isinya juga banyak itb  intinya kalo gak impor gak ada cuannya,"['asal', 'ngomong', 'pertamina', 'isinya', 'juga', 'banyak', 'itb', 'intinya', 'kalo', 'gak', 'impor', 'gak', 'ada', 'cuannya']",ngomong pertamina isinya itb intinya kalo gak impor gak cuannya
@fadliramadhan682,"jebolan yg gk ad kampusnya, sama seperti junjungan ny si presiden sbelum nya",jebolan yg gk ad kampusnya sama seperti junjungan ny si presiden sbelum nya,"['jebolan', 'yg', 'gk', 'ad', 'kampusnya', 'sama', 'seperti', 'junjungan', 'ny', 'si', 'presiden', 'sbelum', 'nya']",jebolan yg gk ad kampusnya junjungan ny si presiden sbelum nya
@fadliramadhan682,"​ @mbahkemo inti nya d era sby pertamina untung, 

dan d era muldongo pertamina merugi dah gitu oplosan pula. 

d era prabowo pertamina ketauan oplosan, smoga pertamina tidak merugi","inti nya d era sby pertamina untung 

dan d era muldongo pertamina merugi dah gitu oplosan pula 

d era prabowo pertamina ketauan oplosan smoga pertamina tidak merugi","['inti', 'nya', 'd', 'era', 'sby', 'pertamina', 'untung', 'dan', 'd', 'era', 'muldongo', 'pertamina', 'merugi', 'dah', 'gitu', 'oplosan', 'pula', 'd', 'era', 'prabowo', 'pertamina', 'ketauan', 'oplosan', 'smoga', 'pertamina', 'tidak', 'merugi']",inti nya d era sby pertamina untung d era muldongo pertamina merugi dah gitu oplosan d era prabowo pertamina ketauan oplosan smoga pertamina merugi
@jj-tc5if,Bahli mantn supir angkot😂😂😂,bahli mantn supir angkot,"['bahli', 'mantn', 'supir', 'angkot']",bahli mantn supir angkot
@YoungMan-fe7qz,Itu Mentri mu ESDM.. kampus' nya ndak jelas 😅😅😅,itu mentri mu esdm kampus nya ndak jelas,"['itu', 'mentri', 'mu', 'esdm', 'kampus', 'nya', 'ndak', 'jelas']",mentri mu esdm kampus nya ndak
@ikanghandil, @fadliramadhan682 Bru kluar dr semedi di hutan bro?,bru kluar dr semedi di hutan bro,"['bru', 'kluar', 'dr', 'semedi', 'di', 'hutan', 'bro']",bru kluar dr semedi hutan bro
@johanessuryanata1544,"Kan dah S3 dari UI, ceunah",kan dah s dari ui ceunah,"['kan', 'dah', 's', 'dari', 'ui', 'ceunah']",dah s ui ceunah
@dutaupil,Donggok,donggok,['donggok'],donggok
@channelbaruku-x3b,Jebolan klo males ya mles aja klo dh di kipas2 dwit 😂😂😂 gtulah,jebolan klo males ya mles aja klo dh di kipas dwit  gtulah,"['jebolan', 'klo', 'males', 'ya', 'mles', 'aja', 'klo', 'dh', 'di', 'kipas', 'dwit', 'gtulah']",jebolan klo males ya mles aja klo dh kipas dwit gtulah
@bintangadhwa7969,"sini dek..maen k sini...di tempat saya ada BUMN Pabrik Baja, petingginya langganan dari ITB...rugi mulu jarang dapet untung katanya....d subsidi negara mulu...itu dari jaman gw kecil sampe gw punya anak 3 masih bgtu aja...skrg ada perusahaan baja korea satu area ama tuh ama BUMN, baru operasi dari 2014 kyknya profitnya bagus2 aja(blom pernah denger ada PHK masal), sbagus2nya Kampus.. sepintar2nya akademik orang, klo masuk Plat merah jadi goblokk..klo gak ikutan goblok minimal jadi introvert lha di kantornya, sok dah cek ke lapangan klo gak percaya🤣🤣",sini dekmaen k sinidi tempat saya ada bumn pabrik baja petingginya langganan dari itbrugi mulu jarang dapet untung katanyad subsidi negara muluitu dari jaman gw kecil sampe gw punya anak  masih bgtu ajaskrg ada perusahaan baja korea satu area ama tuh ama bumn baru operasi dari  kyknya profitnya bagus ajablom pernah denger ada phk masal sbagusnya kampus sepintarnya akademik orang klo masuk plat merah jadi goblokkklo gak ikutan goblok minimal jadi introvert lha di kantornya sok dah cek ke lapangan klo gak percaya,"['sini', 'dekmaen', 'k', 'sinidi', 'tempat', 'saya', 'ada', 'bumn', 'pabrik', 'baja', 'petingginya', 'langganan', 'dari', 'itbrugi', 'mulu', 'jarang', 'dapet', 'untung', 'katanyad', 'subsidi', 'negara', 'muluitu', 'dari', 'jaman', 'gw', 'kecil', 'sampe', 'gw', 'punya', 'anak', 'masih', 'bgtu', 'ajaskrg', 'ada', 'perusahaan', 'baja', 'korea', 'satu', 'area', 'ama', 'tuh', 'ama', 'bumn', 'baru', 'operasi', 'dari', 'kyknya', 'profitnya', 'bagus', 'ajablom', 'pernah', 'denger', 'ada', 'phk', 'masal', 'sbagusnya', 'kampus', 'sepintarnya', 'akademik', 'orang', 'klo', 'masuk', 'plat', 'merah', 'jadi', 'goblokkklo', 'gak', 'ikutan', 'goblok', 'minimal', 'jadi', 'introvert', 'lha', 'di', 'kantornya', 'sok', 'dah', 'cek', 'ke', 'lapangan', 'klo', 'gak', 'percaya']",dekmaen k sinidi bumn pabrik baja petingginya langganan itbrugi mulu jarang dapet untung katanyad subsidi negara muluitu jaman gw sampe gw anak bgtu ajaskrg perusahaan baja korea area ama tuh ama bumn operasi kyknya profitnya bagus ajablom denger phk masal sbagusnya kampus sepintarnya akademik orang klo masuk plat merah goblokkklo gak ikutan goblok minimal introvert lha kantornya sok dah cek lapangan klo gak percaya
@xxatya,Endonesa pinter dikit bakar kilang. Lulusan ptn pinter nilep,endonesa pinter dikit bakar kilang lulusan ptn pinter nilep,"['endonesa', 'pinter', 'dikit', 'bakar', 'kilang', 'lulusan', 'ptn', 'pinter', 'nilep']",endonesa pinter dikit bakar kilang lulusan ptn pinter nilep
@xxatya,"​ @jj-tc5if mustahil, gak keliatan kalu duduk di kursi pengemudi",tcif mustahil gak keliatan kalu duduk di kursi pengemudi,"['tcif', 'mustahil', 'gak', 'keliatan', 'kalu', 'duduk', 'di', 'kursi', 'pengemudi']",tcif mustahil gak keliatan kalu duduk kursi pengemudi
@NavnavHasna,"​ @jj-tc5if prajogo pangestu juga mantan supir angkot bang, wkwkwk",tcif prajogo pangestu juga mantan supir angkot bang wkwkwk,"['tcif', 'prajogo', 'pangestu', 'juga', 'mantan', 'supir', 'angkot', 'bang', 'wkwkwk']",tcif prajogo pangestu mantan supir angkot bang wkwkwk
@linduwow5595,Apa urusannya dengan Alumni,apa urusannya dengan alumni,"['apa', 'urusannya', 'dengan', 'alumni']",urusannya alumni
@faridaastuti9830,😅,nan,[],nan
@fadliramadhan682,"klo ada apa"" sama pak menkeu, rakyat harus kompak.

 jgn terpengaruh sama org"" sana yg ingin menjatuhkan.","klo ada apa sama pak menkeu rakyat harus kompak

 jgn terpengaruh sama org sana yg ingin menjatuhkan","['klo', 'ada', 'apa', 'sama', 'pak', 'menkeu', 'rakyat', 'harus', 'kompak', 'jgn', 'terpengaruh', 'sama', 'org', 'sana', 'yg', 'ingin', 'menjatuhkan']",klo menkeu rakyat kompak jgn terpengaruh org yg menjatuhkan
@wiraridwan9819,Real gelap ini mah si hama ireng😂,real gelap ini mah si hama ireng,"['real', 'gelap', 'ini', 'mah', 'si', 'hama', 'ireng']",real gelap mah si hama ireng
@firman_mustaqim,Bahlil kan memang gelap😅,bahlil kan memang gelap,"['bahlil', 'kan', 'memang', 'gelap']",bahlil gelap
@kurniawan_awn,​ @firman_mustaqim  gelap semuanya tu bahlil,gelap semuanya tu bahlil,"['gelap', 'semuanya', 'tu', 'bahlil']",gelap tu bahlil
@Aaaa1-71,ya karena dpr pun ga suka pak purbaya berarti orang jujur banyak yg ingin menjatuhkan,ya karena dpr pun ga suka pak purbaya berarti orang jujur banyak yg ingin menjatuhkan,"['ya', 'karena', 'dpr', 'pun', 'ga', 'suka', 'pak', 'purbaya', 'berarti', 'orang', 'jujur', 'banyak', 'yg', 'ingin', 'menjatuhkan']",ya dpr ga suka purbaya orang jujur yg menjatuhkan
@coffeelover5827,"Jangan kasih kendor sri mul, dia udah mencekik puluhan tahun. Pajakin lagi rumah nya",jangan kasih kendor sri mul dia udah mencekik puluhan tahun pajakin lagi rumah nya,"['jangan', 'kasih', 'kendor', 'sri', 'mul', 'dia', 'udah', 'mencekik', 'puluhan', 'tahun', 'pajakin', 'lagi', 'rumah', 'nya']",kasih kendor sri mul udah mencekik puluhan pajakin rumah nya
@asalngevlog-f4w,Semua ada masanya..jngn langsung dibandingkan kerja 10 tahun dengan kerja yg masih 10 hari.,semua ada masanyajngn langsung dibandingkan kerja  tahun dengan kerja yg masih  hari,"['semua', 'ada', 'masanyajngn', 'langsung', 'dibandingkan', 'kerja', 'tahun', 'dengan', 'kerja', 'yg', 'masih', 'hari']",masanyajngn langsung dibandingkan kerja kerja yg
@Itsmeeyouyun,GELLLLAAPPPP😂 SEKKKKKKALLLLLLLIIIIIII😅,gellllaapppp sekkkkkkallllllliiiiiii,"['gellllaapppp', 'sekkkkkkallllllliiiiiii']",gellllaapppp sekkkkkkallllllliiiiiii
@yanzdayenz,Awal awal kalian demo 😂,awal awal kalian demo,"['awal', 'awal', 'kalian', 'demo']",demo
@IrsanEdukasi,G rugi bayar pajak kalau dipakenya bener 🎉🎉🎉,g rugi bayar pajak kalau dipakenya bener,"['g', 'rugi', 'bayar', 'pajak', 'kalau', 'dipakenya', 'bener']",g rugi bayar pajak dipakenya bener
@AgungNgurahWiguna,"Kalau menteri kalah, cair cair.. cair😂",kalau menteri kalah cair cair cair,"['kalau', 'menteri', 'kalah', 'cair', 'cair', 'cair']",menteri kalah cair cair cair
@kukrikaratan,Dana kilang udah kita bagi-bagi belikan tas kresek😂😂❤❤,dana kilang udah kita bagibagi belikan tas kresek,"['dana', 'kilang', 'udah', 'kita', 'bagibagi', 'belikan', 'tas', 'kresek']",dana kilang udah bagibagi belikan tas kresek
@WiraAdiarsa,Sengaja TDK dibangun agar import tetap jalan itu agar komisi dari import banyak,sengaja tdk dibangun agar import tetap jalan itu agar komisi dari import banyak,"['sengaja', 'tdk', 'dibangun', 'agar', 'import', 'tetap', 'jalan', 'itu', 'agar', 'komisi', 'dari', 'import', 'banyak']",sengaja tdk dibangun import jalan komisi import
@secondnightfrombehind,Kue dah dibagi😂 dah jadi teek😂😂😂,kue dah dibagi dah jadi teek,"['kue', 'dah', 'dibagi', 'dah', 'jadi', 'teek']",kue dah dibagi dah teek
@Threehimovic,gasss💣,gasss,['gasss'],gasss
@Pattinson1004,"Baiklah, nanti sore akan kmi tangkap🙇🏻🙇🏻🙇🏻",baiklah nanti sore akan kmi tangkap,"['baiklah', 'nanti', 'sore', 'akan', 'kmi', 'tangkap']",baiklah sore kmi tangkap
@ryanbidam9329,Betul!!!,betul,['betul'],
@deniardiansyah8142,"Ok, bahlil di nepalkan",ok bahlil di nepalkan,"['ok', 'bahlil', 'di', 'nepalkan']",ok bahlil nepalkan
@Serang775,NANTI SORE SAYA AKAN KE RUMAH BAHLIL Y ADIK2.SAYA KAN TANGKAP BAHLIL,nanti sore saya akan ke rumah bahlil y adiksaya kan tangkap bahlil,"['nanti', 'sore', 'saya', 'akan', 'ke', 'rumah', 'bahlil', 'y', 'adiksaya', 'kan', 'tangkap', 'bahlil']",sore rumah bahlil y adiksaya tangkap bahlil
@faiqulmuawin9991,​ @deniardiansyah8142 si goblin hrus di Nepal kan,si goblin hrus di nepal kan,"['si', 'goblin', 'hrus', 'di', 'nepal', 'kan']",si goblin hrus nepal
@cordobaivank7623,Suruh pemadam aja yg tangkap 😂,suruh pemadam aja yg tangkap,"['suruh', 'pemadam', 'aja', 'yg', 'tangkap']",suruh pemadam aja yg tangkap
@hansmusik8963,"Jangan sekarang blm balik modal, 
KPK Ngumpulin BB nya jg masih nanggung.","jangan sekarang blm balik modal 
kpk ngumpulin bb nya jg masih nanggung","['jangan', 'sekarang', 'blm', 'balik', 'modal', 'kpk', 'ngumpulin', 'bb', 'nya', 'jg', 'masih', 'nanggung']",blm modal kpk ngumpulin bb nya jg nanggung
@JohnBone-sy1nn,Gila memang,gila memang,"['gila', 'memang']",gila
@Oppoku-br3sc,Di indonesia ini pejabat nya banyak yg maling,di indonesia ini pejabat nya banyak yg maling,"['di', 'indonesia', 'ini', 'pejabat', 'nya', 'banyak', 'yg', 'maling']",indonesia pejabat nya yg maling
@antonriswanto7774,Betul...Ukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang. Tapi mereka mampu membangun kembali kilang minyak mereka. Masa Indonesia tak mampu.,betulukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang tapi mereka mampu membangun kembali kilang minyak mereka masa indonesia tak mampu,"['betulukraina', 'saja', 'secara', 'logika', 'mungkin', 'keuangan', 'negara', 'nya', 'sedang', 'tdk', 'baik', 'baik', 'saja', 'karena', 'terus', 'terusan', 'perang', 'tapi', 'mereka', 'mampu', 'membangun', 'kembali', 'kilang', 'minyak', 'mereka', 'masa', 'indonesia', 'tak', 'mampu']",betulukraina logika keuangan negara nya tdk terusan perang membangun kilang minyak indonesia
@SumangsaUmang-s6k,Aidit Pertamina,aidit pertamina,"['aidit', 'pertamina']",aidit pertamina
@SumangsaUmang-s6k,"Emangnya Pertamina punya keluarga lu apa, ayo pak Mentri Keuangan, kalau macam macam dipecatin ajalah",emangnya pertamina punya keluarga lu apa ayo pak mentri keuangan kalau macam macam dipecatin ajalah,"['emangnya', 'pertamina', 'punya', 'keluarga', 'lu', 'apa', 'ayo', 'pak', 'mentri', 'keuangan', 'kalau', 'macam', 'macam', 'dipecatin', 'ajalah']",emangnya pertamina keluarga lu ayo mentri keuangan dipecatin ajalah
@PaengCerdas,Mentri baru pk prabowo. yang di sodorkan megawati  Purbaya emg cerdas bicaranya. Tpi belum kelihatan hasil nyata nya,mentri baru pk prabowo yang di sodorkan megawati  purbaya emg cerdas bicaranya tpi belum kelihatan hasil nyata nya,"['mentri', 'baru', 'pk', 'prabowo', 'yang', 'di', 'sodorkan', 'megawati', 'purbaya', 'emg', 'cerdas', 'bicaranya', 'tpi', 'belum', 'kelihatan', 'hasil', 'nyata', 'nya']",mentri pk prabowo sodorkan megawati purbaya emg cerdas bicaranya tpi hasil nyata nya
@Rms0708,Wakakakakak.. Mr.omon omon mana berani sama goblin.. Kasus gas dll.. Diem aja😂😂😂😂,wakakakakak mromon omon mana berani sama goblin kasus gas dll diem aja,"['wakakakakak', 'mromon', 'omon', 'mana', 'berani', 'sama', 'goblin', 'kasus', 'gas', 'dll', 'diem', 'aja']",wakakakakak mromon omon berani goblin gas dll diem aja
@apikeadilan,Kita dukung kebijakan kemenkeu yakin 👍 ada pejabat main main rakyat siap mengadili,kita dukung kebijakan kemenkeu yakin  ada pejabat main main rakyat siap mengadili,"['kita', 'dukung', 'kebijakan', 'kemenkeu', 'yakin', 'ada', 'pejabat', 'main', 'main', 'rakyat', 'siap', 'mengadili']",dukung kebijakan kemenkeu pejabat main main rakyat mengadili
@Leeam.092,​@SumangsaUmang-s6kkok aidit? 😅,skkok aidit,"['skkok', 'aidit']",skkok aidit
@zainalabidin4961,"Bukannya Bahlil Mentri kepercayaan Prabowo 😂😂..
Soalnya masih di pertahankan dari zaman Jokowi sampe akrng..
Apa karena ini Mentri jago ngasilin duit","bukannya bahlil mentri kepercayaan prabowo 
soalnya masih di pertahankan dari zaman jokowi sampe akrng
apa karena ini mentri jago ngasilin duit","['bukannya', 'bahlil', 'mentri', 'kepercayaan', 'prabowo', 'soalnya', 'masih', 'di', 'pertahankan', 'dari', 'zaman', 'jokowi', 'sampe', 'akrng', 'apa', 'karena', 'ini', 'mentri', 'jago', 'ngasilin', 'duit']",bahlil mentri kepercayaan prabowo pertahankan zaman jokowi sampe akrng mentri jago ngasilin duit
@BadruzamanIbad,Mentri yg kompten vs mentri ketum partai presiden tinggal.pilih..,mentri yg kompten vs mentri ketum partai presiden tinggalpilih,"['mentri', 'yg', 'kompten', 'vs', 'mentri', 'ketum', 'partai', 'presiden', 'tinggalpilih']",mentri yg kompten vs mentri ketum partai presiden tinggalpilih
@mbahkemo, @Rms0708  SElama ini DIRUT PERTAMINA NGAPAIN AJA ???? Bu Nicke.. Bu Karen... pak Cip... komisaris utama Ahok.....   NGAPAIN AJA ?????????,selama ini dirut pertamina ngapain aja  bu nicke bu karen pak cip komisaris utama ahok   ngapain aja,"['selama', 'ini', 'dirut', 'pertamina', 'ngapain', 'aja', 'bu', 'nicke', 'bu', 'karen', 'pak', 'cip', 'komisaris', 'utama', 'ahok', 'ngapain', 'aja']",dirut pertamina ngapain aja bu nicke bu karen cip komisaris utama ahok ngapain aja
@robertttt7605,Betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,"['betul', 'kebijakan', 'keuangan', 'anggaran', 'masuk', 'dan', 'keluar', 'di', 'pegang', 'oleh', 'kemenkue', 'jadi', 'tidak', 'ada', 'yg', 'berani', 'dengan', 'pak', 'purbaya', 'semua', 'gerakan', 'udah', 'di', 'pegang', 'sama', 'kemenkue']",kebijakan keuangan anggaran masuk pegang kemenkue yg berani purbaya gerakan udah pegang kemenkue
@ulum9150,​@SumangsaUmang-s6kaudit kali ah😅😅😅,skaudit kali ah,"['skaudit', 'kali', 'ah']",skaudit kali ah
@Dumbanddubbing,​ @mbahkemo benci make otak. Fungsi Ahok mengawasi. Di panggil KPK pun dia sudah berikan apa saja yg dia tau.,benci make otak fungsi ahok mengawasi di panggil kpk pun dia sudah berikan apa saja yg dia tau,"['benci', 'make', 'otak', 'fungsi', 'ahok', 'mengawasi', 'di', 'panggil', 'kpk', 'pun', 'dia', 'sudah', 'berikan', 'apa', 'saja', 'yg', 'dia', 'tau']",benci make otak fungsi ahok mengawasi panggil kpk yg tau
